Character,Line
JERRY," Oh, I had that comin' to me. "
ELAINE," You know, Kenny Rogers has a-"
JERRY, You don't have to whisper. She knows she's a maid.
ELAINE, Where did you get her?
JERRY, I hired her from a service!
MAID, All done.
JERRY, Thank you. Nice job.
MAID, Is this mine?
JERRY, Yeah.
JERRY, What?
ELAINE," Come on, Jerry. You didn't notice?"
JERRY, Notice what? She's not really even a maid.
ELAINE, Oh.
JERRY," She wants to be an actress...or a, uh, model...or a dancer...or 
              a...news woman."
ELAINE, Uh-huh. News woman. Yeah.
KRAMER," Hey. Well, bad news, boys. My life is over. My girlfriend's 
              movin' away."
JERRY, You have a girlfriend?
KRAMER," Jerry, where have you been?"
JERRY, At a rodeo. Where's she moving?
KRAMER, Downtown.
ELAINE, Downtown New York?
KRAMER," Yeah. I don't know if I can handle one of these long-distance 
              relationships."
JERRY, It's like 10 minutes by subway.
KRAMER, I don't know.
KRAMER," Oh! Jeez! Well, you've got a maid. It's a whole different 
              world downtown-- different Gap, different Tower Records, and she's 
              a 646."
ELAINE, What? What is that?
JERRY," That's the new area code. They've run out of 242s, so all 
              the new numbers are 646."
ELAINE, I was a 718 when I first moved here. I cried every night.
KRAMER," Listen. Heads up, Elaine. I'm gonna have to stop by later 
              and pick up a fax."
ELAINE, At work?
KRAMER, No. At your apartment.
ELAINE, I don't have a fax machine.
JERRY, Here we go. 
KRAMER," Well, now what are we gonna do?  See? This is 
              why you should get a fax and a Xerox."
JERRY, And a dead bolt.
ELAINE, Then maybe you have a fax machine.
KRAMER, You just blew my mind.
KRUGER, Let's order lunch.
KRUGER," Mary, I will have a chef's salad."
GEORGE, T-bone steak.
KRUGER, For lunch?
GEORGE," Well, I am just a T-bone kinda guy. Love that T-bone. In 
              fact, you might as well call me--"
WATKINS," That sounds good. I'll have one, too."
KRUGER," Watkins, you're havin' a T-bone?"
WATKINS, I love 'em.
KRUGER," Well, then we should call you T-bone."
GEORGE," Uh, no. No, we shouldn't."
KRUGER, T-bone!
ELAINE, Hello?
ELAINE, What?
MACHINE, You have 57 messages. Message one...
MACHINE, Message two...
MACHINE, Message three...
GEORGE," Hey, it's George. Listen, I-"
MACHINE, Message four...
EALINE, Hello?
ELAINE, Aah!
JERRY," Well Cindy, the place looks great."
CINDY," Thanks Jerry, gotta run."
JERRY," Ok, I'll see ya."
CINDY," Hi, Elaine."
ELAINE," All right! You're foolin' around with your maid. That is 
              a wise decision."
JERRY," Elaine, do you think I would go willy-nilly into a situation 
              so obviously fraught with potential complications?"
ELAINE," You are paying a woman to come to your house and sleep 
              with you."
JERRY, No. I pay her to clean. The rest is--
ELAINE, What? A health plan?
JERRY," I was going to say, ""Being a good host."""
ELAINE, Oh-ho-ho. Oh.
JERRY," But the point is we have our personal relationship, and 
              we have our work relationship. They're separate and, I think, some 
              what sophisticated."
ELAINE, So you consider this a relationship?
JERRY," Yes, I do. "
ELAINE, Oh. Have you been out?
JERRY," Yes, we have."
ELAINE, Where did you go?
JERRY, The store.
ELAINE, Mm! To get what?
JERRY, Stuff.
ELAINE, Cleaning supplies?
JERRY, And gum.
ELAINE," Oh. Well, there's nothin' more sophisticated than diddlin' 
              the maid and then chewin' some gum."
JERRY, She's not a maid. She might be a news woman!
KRAMER," Hey. Well, I just saw Madeline off. Yeah. She's in a cab 
              and--nguh nguh nguh--on her way. I miss her already."
ELAINE," Hey, Kramer, what was it you were having faxed to my house 
              every 30 seconds?"
KRAMER," Well, I signed up for a food delivery service, Now We're 
              Cookin'. That's a play on words. You know, they're faxing me the 
              menus from some restaurants."
ELAINE, Which ones?
KRAMER," Well, all of them. It's the deluxe package."
ELAINE, So this is never gonna stop?
KRAMER," Well, it better not. Paid for the whole year. So, should 
              I pick those up later?"
ELAINE, You can pick 'em up right now.
KRAMER, Ah!
ELAINE, Ahem. 646? What is this?
ELAINE, I thought 646 was just for new numbers.
ELAINE," No, no, no, no. It's not a new number. It's--it's--it's 
              just a changed number. See? It's not different. It's the same, just...changed."
ELAINE," You know, I could've killed you, and no one would've known."
JERRY," Kramer, you're still on the phone?"
KRAMER," Madeline and I are watching Quincy together. Jerry, you 
              know this comes on at the same time here as it does there?"
JERRY, Really? It's Tuesday here. What day is it there?
JERRY, Madeline stays here.
JERRY," Hey, T-bone!"
GEORGE, No. No T-bone.
JERRY, No T-bone?
JERRY, No! There's no T-bone!
KRAMER," Well, why no T-bone?!"
JERRY, Why no T-bone?
GEORGE, 'Cause Neil Watkins from accounting is T-bone!
KRAMER," Oh, yeah I'm back. Hey, you wanna play cards over the phone?"
KRAMER," Oh, hey, uh, listen, Jerry, uh, laundry's pilin' up there. 
              You might want to tell your girlfriend. Mmm. Yeah."
GEORGE, Your girlfriend is doin' your laundry?
GEORGE, You're sleepin' with the maid?
JERRY, Yes. 
GEORGE, I've done that. Did you ever eat an ostrich burger?
JERRY, No.
MAN," You're probably one of those women who doesn't like to give 
              out her number."
ELAINE," No, I'm not. Here you go."
MAN, 646?
ELAINE, It's a new area code.
MAN, What area? New Jersey?
ELAINE," No, no. It's right here in the city. It's the same as 212. 
              They just multiplied it by 3, and then they added one to the middle 
              number. It's the same."
MAN, Do I have to dial a one first?
MAN, I'm really kinda seein' somebody.
ELAINE," Yeah? Well, so am I!"
GEORGE," Excuse me. Can I talk to you for a second there, Watkins?"
WATKINS, It's T-bone.
GEORGE, The thing is...I'm supposed to be T-bone.
WATKINS, Heh heh. You're not a T-bone. You're a perfect George.
GEORGE," What? Now, you listen to me!"
KRUGER," Hey, look at George. He's givin' it to T-bone. He's jumpin' 
              up and down like some kind of monkey. Hey, what was the name of 
              that monkey that could read sign language?"
WATKINS," All right, you can have T-bone. Stop crying."
GEORGE," Ok, everybody, uh...I have an announcement to make. From 
              now on, I will be known as-"
KRUGER, Koko the monkey.
GEORGE, What?
MAN, Thank you both for being here.
EALINE," Um, excuse me. I live in the building. Did something happen 
              to Mrs. Krantz?"
MAN, She passed. 
ELAINE," Oh, I'm so sorry."
MAN, Thank you.
ELAINE," A quick question-- did she by any chance have a 212 phone 
              number?"
CINDY," I can't find my earring. Oh, here it is."
KRAMER," Hey, listen, can I borrow your suitcases?"
JERRY, Yeah. It's in your closet.
KRAMER," No, no, no. I looked."
JERRY, They're behind my skis and my tennis racket.
KRAMER," Thanks, buddy."
JERRY, Where you goin'?
KRAMER," Huh? Well, I'm gettin' out of town. I'm gonna visit Madeline 
              for the weekend. You know, this place is lookin' kinda messy. What 
              happened to Cindy?"
JERRY," Well, she's here. She just didn't get around to it."
KRAMER, Oh.
CINDY," Hi, Kramer."
CINDY," Thanks, Jerry. Bye."
KRAMER," Well, what's the matter?"
JERRY, What did I just pay for?
KRAMER, Uh-oh. You're a john.
JERRY, Koko?
GEORGE, Koko.
JERRY," Well, it's probably the most intelligent ape there is."
GEORGE," Yeah. So, how's Cindy the maid?"
JERRY," Well, everything's goin' great except, basically, I'm payin' 
              for sex."
GEORGE," Tell me about it. I went out with this girl last week. 
              First I had to pay for dinner, then--"
JERRY," No, George. She's coming over and not cleaning. It's like 
              I'm seein' a prostitute."
GEORGE, How much you pay this maid?
JERRY, 40.
GEORGE," 40? I'm payin' 60 to my maid. She doesn't do laundry and 
              I'm gettin' nothin'. All right. Once she pinched my ass, but I don't 
              know what that was."
JERRY, I don't know what this is.
KRAMER," Hey, hey, hey. Look at that."
JERRY, Ooh.
KRAMER," Jerry, you wouldn't believe what it's like down there. 
              Taxicab drivers are insane. You know, everybody is in a hurry."
GEORGE," I can't eat with you leanin' over like this. Just look 
              straight forward."
KRAMER," Well, now I can't see Jerry."
JERRY, I look about the same.
GEORGE, What?
JERRY, I was talking to him.
KRAMER, What?
JERRY, Never mind.
KRAMER, Come on. What'd he say?
GEORGE, Never mind.
KRAMER," Jerry, come on. What'd you say?"
JERRY, What?
KRAMER, Come on. Where'd you go?
JERRY, Go back.
KRAMER, Eh! Come on. What did you say?
JERRY," I said, never mind."
KRAMER," Yeah. I know that. Uh, uh."
JERRY, I hate the counter.
ELAINE, Hey.
JERRY, Hey.
ELAINE, I hate the counter.
KRAMER, Who's that?
JERRY," Oh, she didn't mind?"
ELAINE, No. She died.
JERRY," Hey, that's great."
GEORGE, What happened to Mrs. Krantz?
JERRY, Elaine got a new number because she died.
KRAMER, Newman died?
ELAINE, What did he say?
JERRY, Some new kind of pie.
GEORGE, I'll try a piece.
KRAMER," All right, who's down there?"
JERRY," Hey, there's a booth."
KRAMER," Hey, Elaine."
ELAINE," Oh, hi."
KRAMER, Did you hear about Newman?
ELAINE, What?
GEORGE, Hey. 
JERRY, So how's it goin' at work? They get tired of it?
GEORGE," Oh, yeah."
JERRY, Double zero?
GEORGE," It's ""ooh"" As in ""ooh ooh ah ah."" "
CINDY," Your nickname's Koko? One of the girls down at the maid 
              service is named Coco."
GEORGE, Really? Coco?
CINDY, Yeah. Coco. That girl's all right.
GEORGE," You know, if I could get this Coco woman down to Kruger, 
              they wouldn't be able to call me Koko anymore because Kruger would 
              never allow 2 Kokos."
JERRY, Sounds like he runs a real tight ship.
GEORGE, Say good-bye to Koko.
JERRY," Good-bye, Koko."
KRAMER," Bye, Koko. Whew! Jerry, this relationship is killing me. 
              The distance, the longing, the distance, the-- you know, I didn't 
              realize it, but I'm a needy person."
JERRY," Kramer, maybe this relationship isn't for you."
KRAMER," Oh, yeah? So what am I supposed to do, be more like you? 
              All sealed up in here, emotionally unavailable, paying scrubwomen 
              for sexual favors! No! Jerry, I won't be like you! Never! I'll never 
              be like you! "
CINDY, What was that?
JERRY, I didn't hear anything.
CINDY," All right, I'm takin' off. Aren't you forgetting something?"
JERRY," Oh, right! Hey, it was great seeing you again. I love your 
              outfit."
CINDY, No. My money.
JERRY, For what?
CINDY, For my maid services. You booked me for today.
JERRY, But you didn't really do any work.
CINDY, I made the bed.
JERRY, But you took a nap in it.
CINDY, So?
JERRY, I thought that was kind of girlfriend bed making.
CINDY, No. That was the maid.
JERRY," Well, who took the nap?"
CINDY, The girlfriend.
JERRY, $40 seems kind of steep for a nap.
CINDY," So, what are you saying? That I'm a bad maid or some kind 
              of a prostitute?"
JERRY," Ho, ho...ho! Hold on. Let's keep this sophisticated."
CINDY," You know, I don't think I want to be your girlfriend or 
              your maid."
JERRY, So is this a breakup/quitting?
CINDY, Yeah. Don't ever call me or hire me again.
JERRY," Oh, yeah? Well, then, we're through! And you're fired!"
ELAINE, Yes! 212.
ELAINE," Hey, what happened to the guy I had last time?"
ELAINE, All right! I am back in the game.
ELAINE, Hello?
BOY, Gammy!
ELAINE," No. You got the wrong number, kid."
BOY," Gammy Krantz, it's your grandson Bobby. Why haven't you called?"
ELAINE, Oh...nuts. 
BOY, Do you hate me 'cause of my lazy eye?
ELAINE, No. It's just that I've been kind of buried over here.
JERRY, So the kid doesn't know his grandmother is dead? G-5?
ELAINE, Hit. No. I guess his parents didn't want to tell him. B-2?
JERRY, Miss.
ELAINE," He called 6 times yesterday. What a nightmare it must be 
              to have a real family."
JERRY, I wouldn't worry about it. B-6?
ELAINE, Hit. Uhh...you sank my submarine.
JERRY, Elaine...
INTERCUT,
JERRY, Hello?
KRAMER," Hey, buddy, don't say no!"
JERRY, I accept.
KRAMER," I went down to Madeline's. I told her, ""You gotta 
              move, or it's over."""
JERRY," Well, what happened?"
KRAMER," I think it's over. We had a big fight, she threw me out, 
              I started walkin', and now I'm lost downtown! I don't have any money. 
              I don't recognize anybody. I miss home,"
JERRY, What's around you?
KRAMER, I'm lookin' at Ray's Pizza. You know where that is?
JERRY, Is it Famous Ray's?
KRAMER, No. It's Original Ray's.
JERRY, Famous Original Ray's?
KRAMER," It's just Original, Jerry!"
JERRY," Well, what street are you on?"
KRAMER," Hey, I'm on first and first. How can the same street intersect 
              with itself? I must be at the nexus of the universe."
JERRY," Just wait there. I'll pick you up, and, Kramer, stay alive 
              no matter what occurs, I will find you!"
KRAMER, Aah!
MAN, You Steinfeld?
JERRY, Yeah.
MAN," My name is Maxwell. I'm from Maid To Order. It's a pun. I 
              sent one of my girls over to your place."
JERRY, Cindy.
MAN," She says she had a little problem with you. You didn't pay. 
            "
JERRY," You know, she didn't really do what she was supposed to 
              do."
MAN," Oh, yeah? She told me what you like. You're a little sickie, 
              aren't you? Disinfectant on the blinds, vacuuming the counter--"
JERRY," Hey, come on. Come on. I gotta live around here."
MAN, You know what I do to people who stiff me on a job?
JERRY, What?
MAN," Well, it kinda depends on the situation, but if I don't get 
              my money from you, I'm gonna get it from her. "
JERRY," I don't want to make trouble. You want the money? Here. 
            "
MAN," Hey! Wait, wait, wait! Whoa! Give it to the girl. I'm an independent 
              contractor. Tax purposes."
ELAINE," Bobby, you gotta stop calling your Gammy. Why? Because 
              sometimes you call very early in the morning when Gammy has been 
              out late the night before and sometimes when Gammy's not alone. 
              Your parents still haven't said anything to you about your Gammy? 
               All right, here we go.  Gammy doesn't feel so 
              good. I think"
BOBBY, 9-1-1.
JERRY," Nexus of the universe. Hey, Cindy. Cindy."
CINDY, What do you want?
JERRY, Here. I got your money.
CINDY, I don't want any money from you.
JERRY, Come on. Take it. It's money. Let me give it to ya.
POLICE," Looking for a good time, sir? You wanna step out of the 
              car, sickie?"
JERRY," Well, this is all very sophisticated."
FIREMAN," All right, hang on, Gammy! You're gonna make it! "
ELAINE, Aah!
MAXWELL," Hey, you look a little lost. You from around here?"
KRAMER," Uh, no."
MAXWELL, You know where you're going?
KRAMER," Not really. My friend was supposed to pick me up, but I 
              don't know where he is."
MAXWELL, Doesn't sound like much of a friend. You got any money?
KRAMER," Uh, no."
MAXWELL, You wanna make some?
KRAMER, Ok.
MAXWELL, Do you know how to use a mop wringer?
KRAMER," Yeah, yeah."
MAXWELL, Why don't you get in the car?
KRAMER, Hi. Ahh...these are soft seats.
KRUGER," Hey, Koko, Who's this?"
GEORGE," This is our new Vice-president of Acquisitions, sir."
KRUGER," So you're just hiring new people now? That's your job, 
              to hire people?"
GEORGE, Yes?
KRUGER," Ok, good enough for me, Koko."
KRUGER," Ahem. Now, what's your name?"
COCO, My name is Coco. Coco Higgins.
GEORGE, Coco?
KRUGER," We can't have 2 Cocos. So I guess you're back to being 
              George."
GEORGE," Well, it was a hell of a ride."
KRUGER," All right, the Grace building. There's a big stain on the 
              front. How do we get it off?"
COCO," When I was a little girl in Jamaica, my Gammy taught me to 
              take a wet rag and in a circ--"
GEORGE," Ah, excuse me, Vice-president Coco, no one cares about 
              your Gammy."
COCO, What did you say about my Gammy?
GEORGE, Forget Gammy.
KRUGER, Who's Gammy?
GEORGE, There's no Gammy.
KRUGER, Maybe there should be a Gammy.
GEORGE," Oh, no."
KRUGER, George.
GEORGE, Gammy's gettin' upset!
GEORGE," Man, I'm starving."
ELAINE, How can you be hungry after what you ate at that Mets game?
GEORGE, Because ballpark food doesn't count as real food.
JERRY," Right. It's just an activity. It's like that paddle with 
              the ball and the rubber band."
KRAMER," You know, my friend Bob Saccamano made a fortune off of 
              those. See he came up with the idea for the rubber band. Before 
              that, people would just hit the ball, and it would fly away. "
JERRY," I can't believe you all made me leave before the end of 
              the game."
ELAINE," Oh, come on, Jerry. It was 9 to nothing. We were getting 
              shellacked."
GEORGE, Those nachos are killing me.
ELAINE, I thought you were hungry.
GEORGE, It's complicated.
KRAMER," Come on, Jerry, you're going to miss the exit."
JERRY, Keep your shirt on. I got it.
ELAINE, Watch out for that maroon Golf.
KRAMER," Oh, boy."
JERRY, Look at this guy. He's trying to box me out.
KRAMER," I'll tell you when you can go. Wait, wait, wait, Wait-- 
              now, now, now. No, no, no. Go, go! No, no. Wait-- now, now! Now! 
              Jerry! Go--ahh..."
JERRY," Oh, calm down, maroon Golf. He thinks I cut him off. He 
              accelerated."
KRAMER," You want me to moon him? Ooh, let's moon him. Roll up your 
              window. Let's do a pressed ham under glass."
ELAINE," Oh, no, I couldn't do that."
KRAMER," Look at this, look at this. He's giving us the finger."
ELAINE," Oh, all right."
KRAMER, Yeah.
GEORGE, So I saw that new movie about the Hindenburg.
ELAINE," Oh, yeah. What's that called?"
GEORGE, Blimp The Hindenburg Story.
JERRY, How was it?
GEORGE, I found it morose. Why dwell on these negative themes?
JERRY," Yeah. They should make a movie about all the Hindenburg 
              flights that made it."
GEORGE," Anyway, right in the middle, the ship blows up-- burning 
              debris, bodies falling-- and then just as this eerie silence settles 
              over the airfield, I yelled out, ""That's gotta hurt!"""
JERRY, Heh.
GEORGE, The place went nuts.
JERRY," Imagine the laugh you could have gotten if you'd yelled 
              that out at the actual disaster."
GEORGE, Yeah.
KRAMER, Why are we slowing down?
JERRY, What is that music?
GEORGE, What's with all these flags?
JERRY," Oh, no."
ELAINE," Ohh! Oh, the city shuts down Fifth avenue. They never let 
              anyone through."
KRAMER, All right. I'm gonna check it out. Aiee. mucho trafico.
KRAMER," Yeah...uhh...well, the streets are all blocked. I think 
              every Puerto Rican in the world is out here."
KRAMER, Whoo. Wrong car. Sorry.
RADIO, And the Mets score two in the eighth inning.
JERRY," See? If we had stayed, we could have seen those runs. "
GEORGE," I could have had some ice cream. I think that might have 
              calmed down the nachos."
ELAINE," I'm going to miss 60 Minutes. You know, I hate to miss 
              60 Minutes. It's part of my Sunday weekend wind-down."
JERRY," I don't know how you can unwind with that clock ticking. 
              It makes me anxious."
KRAMER," All right, gentlemen, I scouted it out. I think we can 
              get out over there."
JERRY," But that's a one-way street coming this way. Besides, how 
              am I gonna get all the way over there?"
GEORGE, Just inch over. You worm your way.
ELAINE," Just do it, Jerry. Uhh. This exhaust. I'm gonna throw up."
KRAMER," You know, you should make yourself throw up."
ELAINE, Huh?
KRAMER, You know you're going to.
JERRY," All right, I'm worming."
KRAMER," Hey, Jerry. You know who the grand marshal is of this thing? 
              None other than Miss Chita Rivera."
JERRY, They're not letting me in.
GEORGE, My hand is out.
JERRY," Well, I think we're gonna need more than a hand. They have 
              to see a human face."
ELAINE, You sure you want his face?
KRAMER," No, no, no. It was Mara Conchita Alonso."
GEORGE, This guy's giving me the stare-ahead.
JERRY, The stare-ahead. I hate that. I use it all the time.
GEORGE, Look at me! I am man! I am you!
GEORGE," All right, he's letting you in. Thank you! Creep."
KRAMER, Oh! I know who it is. Stacy Keach.
JERRY, One more lane to go.
GEORGE, All right! We're here!
LAMAR," Oh, look who's here. My old buddy, black Saab."
JERRY, Maroon Golf.
LAMAR," Where you goin', black Saab? You seem to be a tad askew."
JERRY, Could you move your car back a little?
LAMAR, Oh. Sorry. I seem to have cut you off.
ELAINE," All right, I think I know where this is going, and I am 
              going somewhere else."
JERRY, You can't do that. You can't just leave the group.
ELAINE," I've been trying to leave this group for 10 years. Vaya 
              con dios."
KRAMER," Con dios? Well, that's rude."
JERRY, Can you believe her?
GEORGE, Yeah. I'll see you later.
JERRY, Where are you going?
GEORGE, The movies. Blimp is playing right there.
JERRY," You're going to that again? Why? Just to do that stupid 
              line?"
GEORGE," It's a performance, Jerry. Like what you do."
JERRY, That's not what I do.
GEORGE, Isn't it?
JERRY," Maybe a little. Ah, hell, I guess it is."
KRAMER," You know, actually, Jerry, you haven't worked a room that 
              big in a while."
ELAINE," Look at that guy's dog. I hate it when their ears get flipped 
              inside out like that. Why doesn't he fix it? "
ELAINE, Ooh! This isn't moving! I could walk faster than this.
ELAINE," Yes, I can. Here. I'm outta here. "
ELAINE," Oh, now it's moving. Oh, yeah. I knew it. Hey! Hey!"
ELAINE," That's cute. That's really cute. Oh! Come on! All right. 
              Bye again."
ELAINE, Hey. Taxi! Taxi!
GEORGE," Ladies. I, uh, I haven't seen this before."
GEORGE," Excuse me, are you the guy with that funny laser?"
GEORGE," Yeah. The thing is, I, uh...I had this little zinger of 
              my own I wanted to try."
GEORGE," It's right in the explosion scene. So if you could just...leave 
              me a little window. You know, my, uh, my aunt had a thing removed 
              with a laser. All right, I don't want to interrupt your meal, so..."
JERRY," I've gotta see this game. If it wasn't for this guy, we 
              could get out of here."
LAMAR," This traffic's a killer, ain't it?"
KRAMER," You want to get outta here? Here's what we do. We leave 
              the car here, we take the plates off, we scratch the serial number 
              off the engine block, and we walk away."
JERRY, Walk away?
KRAMER," You've got insurance. You tell them that the car was stolen, 
              and then you get another one free."
JERRY, Isn't there a deductible?
KRAMER," All right, what is your deductible?"
JERRY, I don't know.
KRAMER," Yes, because they've already deducted it."
JERRY, From what?
KRAMER," The car, which we're leaving. So the net is zero. See you 
              pocket the money, if there is any, and you get a new car."
JERRY, We're not leaving the car!
KRAMER," All right. If you refuse to grow up and scam your insurance 
              company, you'll have to work this out with maroon Golf."
JERRY, Absolutely not. He sped up.
RADIO," Swung on, line hard toward left center field. That's in 
              the gap, that's a base hit."
JERRY, I'm ready to talk.
GEORGE, That's gotta hurt!
GEORGE, It's...gotta hurt! Hurt! Because...Aaarrrrrgh!
GEORGE," Damn you, laser guy! You had to grab it all with your lowbrow 
              laser shtick! You're just a prop comic! Where's the craft?!"
KRAMER," Ok, here's the deal. He wants you to acknowledge that you 
              cut him off with an ""I am sorry"" wave."
JERRY, What's that?
KRAMER," You raise the hand, lower the head-- ""I'm sorry, I'm 
              sorry. The buttons are really big on the car. I don't understand 
              it. I haven't read the manual. Ooh!"" You get my drift."
JERRY, Ok!
LAMAR, Hallelujah. Praise the lord. But I'll take it.
KRAMER," Yes! All right, Lamar, back it up a little bit so we can 
              get out now."
GEORGE," All right. At last, we're finally gettin' out of here."
JERRY, What's that on your forehead?
GEORGE, It's probably chocolate.
JERRY," Hey, is that one of those laser pointers?"
KRAMER," Hey, Jerry, crank up the Floyd. It's a George laserium!"
GEORGE," All right, stop it! Stay away from my breasts! Chest!"
JERRY," See ya around maroon Golf. And, by the way, that was an 
              ""I'm not sorry"" wave."
LAMAR, What was that?
JERRY," I'm glad I cut you off, because black Saab rules! So long, 
              jackass! "
JERRY, Elaine?!
ELAINE, Jerry?!
LAMAR, Jackass? So I'm a jackass now?
JERRY," So if everyone would just put their cars in reverse at the 
              same time, we can do this. All right, on the count of three. Can 
              everyone hear me? Hey, amigo, are you paying attention?"
JERRY, Not you! The guy in the Amigo.
ELAINE," Uh, well, uh, here--here is good."
ELAINE," Hey, I went to Tufts! That was my safety school! So don't 
              talk to me about hardship."
ELAINE," Boy, eh, can you believe this mess?"
JERRY," Elaine, why did you have the cab come down the street?! 
              We were almost out!"
LAMAR," So that was your girlfriend that blocked you in. That's 
              real good."
ELAINE," I'm not his girlfriend. Well, actually, we used to date, 
              but not anymore."
JERRY," Elaine, he doesn't need-"
LAMAR, Used to date? So I guess you found out he's a jackass.
JERRY, 'Cause that's what's gonna happen.
KRAMER, Wow. He's givin' you a mustache. Where is this guy?
GEORGE, Don't look around. Don't look around. That's what he wants.
ELAINE," All right. Well, I'll see ya. Hey, George, I think there's 
              a sniper lookin' to pop ya."
GEORGE," This thing can't hurt me, can it? I mean, it is a laser. 
              What if it hits my eye?"
JERRY, I don't know.
GEORGE," I can't be blind, Jerry The blind are courageous."
KRAMER," You'll be fine as long as it doesn't hit you right in the 
              pupil, 'Cause then the whole ball will go up like the Death Star. 
              Tchoo! I gotta go find a bathroom."
JERRY," Hold it, George. Don't move. It's right between your eyes."
GEORGE," Oh, my god. "
JERRY," Hey, there's the soda guy."
LAMAR," Hey, jackass! Get me a diet Dr. Pepper!"
ELAINE," Oh, this is nuts! I can't get across anywhere!"
ELAINE," Hey! Hey, everyone. This way. I think we can get out through 
              here."
ELAINE," Look! No one knows how long this parade is gonna last! 
              They are a very festive people. All I know is that it's Sunday night, 
              and I have got to unwind! Now who's with me?!"
PRIEST, None of us saw the nylon flap. That might mean something.
ELAINE, All right! Come on. Come on. Let's go. Let's go.
ELAINE, Get in there!
KRAMER," Yes, uh, I'm interested in the apartment."
KRAMER, Ok.
KRAMER, Oh. Delicious to meet you.
KRAMER," Uh, yes, most likely, yes. I'm, uh, H.E. Pennypacker. I'm 
              a wealthy industrialist and philanthropist and, uh, a bicyclist. 
              And, um, yes, I'm looking for a place where I can settle down with 
              my, uh, peculiar habits, and, uh, the women that I frequent with. 
               Mmm. Mombassa, hmm?"
KRAMER," Oh, I spend that much on after shave. Yes, I buy and sell 
              men like myself every day. Now, I assume that there's a waterfall 
              grotto?"
KRAMER, How about a bathroom?
KRAMER," Yes, and where would the absolute nearest one be?"
KRAMER," Oh, thank you."
ELAINE," Oh, don't worry. We'll get you home to your husband real 
              soon."
ELAINE," Well, I, for one, really respect that."
ELAINE," Come on, father, you can make it."
PRIEST," No, I can't. I've got a bad hip. Go on without me."
ELAINE, No! I won't!
PRIEST, Leave me! you must.
ELAINE, All right. Take it easy.
ELAINE," All right, we can move faster without father o'gimpy."
PRIEST, I heard that!
LAMAR," You know, I don't think I've ever seen a man driving a Saab 
              convertible. Still haven't."
JERRY," What seems to be the problem, officer?"
GEORGE," They're for protection, Jerry. Can you tell where I'm lookin'?"
JERRY, At me?
GEORGE, No.
JERRY, Oh. It's back.
GEORGE," Bring it on, baby "
JERRY, What if it gets in the side?
GEORGE, The side?
JERRY," Yeah. Wouldn't it just bounce back and forth between your 
              cornea and the mirror, faster and faster, getting more and more 
              intense, until finally-"
GEORGE, All right!
JERRY, Oh. It's in your eye now.
KRAMER," Hola, Jerry! I'm into this Puerto Rican day! The sights! 
              The sounds! The hot, spicy flavor of it all! It's caliente, Jerry!"
JERRY," Kramer, the Mets have got men on base!"
KRAMER," Yeah, I know! I was watchin' the game."
JERRY, You were watchin'? Where?
JERRY," Oh, that was a strike! Did you see that?! "
JERRY," Eh...Varnsen. Kel Varnsen. Actually, this room intrigues 
              me. Why is it called the TV room?"
JERRY, Balk?! How was that a balk?! You have any snacks?
JERRY, Not Pennypacker!
JERRY," I wish I didn't. Brace yourself, madam, for an all-out bidding 
              war. But this time, advantage Varnsen!"
GEORGE," Wait a second. I think I see where that laser guy is. No! 
              Don't look! Don't look. Oh, yeah, that's him. Ok. I'm gonna sneak 
              up on him. Now the hunted becomes the hunter."
ELAINE, We should be able to get across right through here! 
ELAINE," Oh, no! I thought--"
ELAINE, Get a hold of yourself!
ELAINE, Sorry. Somebody...help us!
MAN, !Mira! !Mira! Stacy Keach!
ELAINE, We're down here! Help!
MAN, There's people down there! Hold on!
ELAINE, Let us out. There's an unmarried pregnant woman down here.
ELAINE, Help us up so we can cross the street?
ELAINE, But we've come so far. We just want to unwind.
ELAINE," Oh, god! Let us out!"
GEORGE, That wasn't a laser pen.
GEORGE," Oh, that's funny "
KRAMER," Come on, man. You need to lighten up. You know, a feeling 
              like this only happens once a year. "
KRAMER," Yeah, it's like this every day in Puerto Rico."
KRAMER," See, now you're getting the spirit of it, huh?"
KRAMER, Ooh! !Dios mio!
MAN, Hey! There's a guy burning the Puerto Rican flag!
BOB, Who! Who is burning the flag?!
KRAMER," Oh, no."
BOB, Him?!
CEDRIC, That's not very nice.
KRAMER, It was an accident.
BOB," Do you know what day this is? Because I know what day this 
              is, they know what day this is, so I was wondering if you know what 
              day this is!"
CEDRIC, Because it's Puerto Rican day.
BOB," Maybe we should stomp you like you stomp the flag! What do 
              you think of that?"
KRAMER," Now look, I just have one thing to say to you boys. Mama!"
GEORGE," Well, this is a lovely apartment. Lovely! My kids are gonna 
              go crazy. I, uh, I wonder if I could see the bathrooms. Preferably 
              one with some paint thinner and, uh, some rags?"
JERRY," Oh, hello..."
GEORGE, Art.
JERRY," Mr. Vandelay, of course."
KRAMER," Uh, yes, uh, I--I wanted to, uh, stop by and make sure 
              that my shark tank fits-- uh, hello."
KRAMER," Uh, Varnsen."
JERRY, Pennypacker.
KRAMER, Vandelay.
GEORGE, Pennypacker. Varnsen.
JERRY," Vandelay. Wait a second. Mr. Pennypacker, if you're here, 
              and Mr. Vandelay is also here, then who's watching the factory?"
KRAMER, The factory?
JERRY, The Saab factory?
KRAMER," Jerry, that's in Sweden."
JERRY, My car!
KRAMER," Well, you know, it's like this every day in Puerto Rico."
