"Character","Line"
"kramer"," I'm just gonna heat this up. Make a little hot-tub for Little 
        Jerry."
"george"," She didn't want to come, she's not really into sports. &lt;Kramer 
        comes over with Little Jerry.&gt;"
"jerry"," Hey, how's he doin'?"
"jerry"," Kramer!"
"elaine"," So, how long are you gonna be in here for?"
"jerry"," So what's the great moment? You're on your death bed, they're 
              pounding on your chest - and you're going 10, 9, 8,.. I told you 
              this thing was good!"
"jerry"," What? Today? Really?"
"george"," Is she socially awkward?"
"jerry"," No, she's great! She's.. attractive, she's fun.."
"kramer"," Hey! Anybody up for Lorenzo's pizza?"
"george","  A frog?"
"kramer"," Hey."
"",""
"george"," Ladies and gentlemen, this  is Steven Koren. His G.P.A. is a solid 2.0! Right in that 
              meaty part of the curve -"
"george","  It's called a T-square."
"kramer"," Well, nothing. His part of the story is done.  
              So I'm waiting for the"
"elaine"," Alright, well, now that's something.."
"kramer"," Well, I guess I was.."
"elaine","  What were you gonna wear on the way back?"
"kramer"," Oh, hey, listen, by the way - I'm hosting a little get-together 
              tonight in honor of my little financial upturn.."
"elaine"," Oh, thanks. I've got plans."
"kramer","  Uh, No, no, no.. you go ahead. I gotta get 
              my thoughts together."
"george"," I though we said we weren't going to discuss that now!"
"kramer"," What do ya mean?"
"elaine"," You signed the release."
"kramer","  I was all dirty!"
"elaine"," It ever happened! Understand?"
"george","  Kramer, do you know what those guys are gonna 
              do to me?!"
"jerry"," Well, just shape them - change them. You're a writer."
"jerry"," Yeah. I'm flying them in to meet Ellen. I don't know where 
              to turn! I gotta see what they think of her."
"kramer"," Oh, hey! Hey, have I told you about my bunions? Oh, you're 
              gonna love this story!  So, I line up my 
              cold cuts on the couch"
"jerry"," What?"
"kramer"," Eight bucks! I think I got ripped off! "
"",""
"george"," Right.. the sign. "
"george"," Alright, alright!  Seinfelds!"
"george"," Come on, hurry up, old man! I'm an animal!"
"",""
"jerry"," With a gentleman caller?"
"elaine"," Hey, Kramer, listen, you've seen the Omen right?"
"elaine"," Wanna sit down?"
"george"," Uh, let me ask you a question. Could you, uh, expand the space 
        underneath a desk to give it a little more headroom?"
"jerry"," He's kind of tied up here."
"elaine"," Mattress, I didn't order a mattress. Who sent this? Hal Kitzmiller? 
      "
"george"," Do you think it might be possible to add a little shelf like, 
        uh, for an alarm clock?"
"george"," Blanket."
"george"," That is what I want."
"kramer"," Well I had been swimming for three hours and I was in a real 
        grove so I decided to keep going. But at ten they start the aquasonics 
        Thirty-five geriatrics throwing elbows. It was like I was swimming through 
        a flabby armed spanking machine."
"jerry"," How was the movie?"
"elaine"," After one date!"
"kramer"," Oh, no no no no I'll take it. Why don't you come over. Let's 
        see if it will fit in my bedroom."
"elaine"," Oh, all right."
"jerry"," No. No more questions. Just figure it out for yourself and get 
        it done."
"jerry"," Hi."
"kramer"," That's East River."
"jerry"," How could you swim in that water?"
"kramer"," Floating, they weren't moving much. But they were out there."
"elaine","  Hey, Kramer, it's Elaine, thanks for bringing my mattress 
        back. And I guess I'll just get my spare key from you - whenever. All 
        right, bye."
"elaine"," What the hell is this? Where are you?"
"elaine"," How did you know? "
"kramer"," Hey, you know what I think it is? I think it's that East River. 
        I think it might be polluted."
"george"," Yeah, look at me. Now I GOTTA FIGURE OUT THE HAT SIZES OF 59,000 
        DIFFERENT PEOPLE!! WHAT IF A PINHEAD SHOWS UP. I GOTTA BE ON TOP OF THAT."
"jerry"," No knock offs. I want the ones like the real players wear."
"george"," SEVEN AND FIVE EIGHTHS!!"
"jerry"," Why are you shouting?"
"george"," Sir, I just got a call from the terrorist. I told him to call 
        back here."
"elaine"," Gotta get some of that stuffed crust pizza. cheese crust pizza."
"kramer"," Hal, .. uh Langerhans."
"kramer"," Oh, listen I gotta get to the pier. The ferry traffic is really 
        bad around four thirty. Look, I still got the key to your apartment and 
        I'll get it back to you as soon as I can."
"elaine"," Oh, baby."
"george"," Lunch."
"kramer"," That's it."
"kramer"," No, no. She put a stop to that. "
"elaine"," I am lying down. I am trapped under a funky mattress. I gotta 
        go get a doctor or at least come over and roll this thing off of me."
"george"," Sir, I'm sure it's not a police matter."
"kramer"," Hey, watch where you're kicking!"
"elaine"," Kramer."
"george"," There was something so reassuring about that cozy little space."
"jerry"," I saw it."
"jerry"," I noticed she's big on the phrase ""yada yada."""
"george"," Hey."
"jerry"," Hey, George, you know Tim Whatley."
"jerry"," Well...  Welcome aboard."
"jerry"," Booze is not a religion."
"kramer"," Tell me about it. We just picked up two women at the Gap."
"elaine"," How did you decide which one of you would date which girl? 
              "
"kramer"," Well, you too seem to have the same taste."
"kramer"," Oh. "
"jerry"," All right, take it easy."
"kramer"," That's right, 'cause they already saw it."
"george"," Well, we were engaged to be married, uh, we bought the 
              wedding invitations, and, uh, yada yada yada, I'm still single."
"elaine","  Hey, Beth, Arnie, it's Elaine. Um, thought 
              you guys might wanna have lunch. Gimme a call. Bye."
"jerry"," George is already in there."
"kramer"," I was, but the one I thought was Julie turned out to be 
              Karen."
"jerry"," Excuse me, Mother?"
"jerry"," Oh. "
"jerry"," No, it offends me as a comedian. And it'll interest you 
              that he's also telling Catholic jokes."
"jerry"," You know the difference between a dentist and a sadist don't 
              you?"
"kramer"," Sure."
"jerry"," Huh?"
"jerry"," Is that why it's so hard to get an appointment?"
"kramer"," No, Julie. She's the one."
"jerry"," Oh, small world. So little people can have not little people 
              children?"
"kramer"," Those people, listen to yourself."
"jerry"," Kramer, he's just a dentist."
"kramer"," You're a rabid anti-dentite! Oh, it starts with a few jokes 
              and some slurs. ""Hey, denty!"" Next thing you know you're 
              saying they should have their own schools."
"jerry"," Talk to me."
"jerry"," Forget about Elaine. Let's just focus on us. Come on, big 
              hug. "
"elaine"," So they don't want a baby?"
"jerry"," Oh, I said something about dentists and it got blown all 
              out of proportion."
"george"," Woah, I gotta watch this guy's bag."
"jerry"," For how long?"
"jerry"," New clothes?"
"george"," I'm still watching them."
"jerry"," You look like a tourist."
"george"," I love it. New office, new salary. I'm the new Wilhelm."
"jerry"," So who's the new you?"
"kramer"," Hey."
"elaine"," Hey."
"kramer"," Well let's sit down."
"elaine"," Kramer, ahem, remember that whole deal with you selling 
              Peterman your stories for his book and then he gave them back to 
              you?"
"kramer"," Oh no. Sure. It matters. Wow. I've broken through, huh. 
              I'm part of popular culture now. Listen I've got to thank Mr. Peterman."
"elaine"," He's doing a book signing at Waldenbooks this afternoon."
"elaine"," What are you doing here?"
"kramer"," I'm the real Peterman."
"jerry"," You couldn't pay me enough to go to the beach on a weekend. 
              I mean it's hard enough..."
"elaine"," Mr Lippman?"
"elaine"," Peach."
"george"," Yeah my parents have it. Sometimes it skips a generation."
"george"," Find a job. Get an apartment."
"jerry"," How did you do those things?"
"kramer"," Here you go, here you go, check it out."
"jerry"," Nobody wants to go on a three hour bus tour of a totally 
              unknown person's life."
"kramer"," Bite-size Three Musketeers. Just like the real Peterman 
              eats."
"kramer"," Understand?"
"elaine"," And one more thing, you really think we need the exclamation 
              point? Because, it's not ""Top of the Muffin *TO YOU!!!*"""
"jerry"," What? Can't I get a moment's peace?"
"kramer"," You can't keep this up. Don't you know what's going to 
              happen? Everytime you shave it, it's going to come in thicker and 
              fuller and darker."
"elaine"," We were just trying to help."
"kramer"," Yeah."
"elaine"," You got any room on that thing?"
"kramer"," Are they war veterans?"
"george"," Be right with you. Look Mr. Steinbrenner."
"jerry","  Kramer how much longer? 
              My chest hair is comming back and it's itching me like crazy. I 
              can't let her see me scratch it."
"jerry","  Awoooooo-oooooooo, that feels good."
"elaine"," They call him a Cleaner. He makes problems go away."
"newman"," If I'm curt, then I appologize. But as I understand it, 
              we have a situation here and time is of the essence."
"george"," What is Holland?"
"george"," Well why didn't we?"
"jerry"," Because you said this would be better. Remember? A vacation 
              from"
"george"," Hey hey hey, check me out, huh?"
"jerry"," No more crutches, that must be a relief."
"george"," Alright, we're back in!"
"jerry"," We? No."
"kramer"," She's dating him again, huh?"
"kramer"," Hey, what are you doing?"
"jerry"," He killed. He only does well when he has me for a lead-in. 
              He's a time"
"kramer"," What?"
"jerry"," Why are you buttering your face?"
"kramer"," Jerry, it's vastly superior to any commercial shaving cream. 
              Now feel"
"jerry"," I don't want to."
"george"," When do I start?"
"kramer"," No, my face feels so good, I'm gonna use it all over my 
              body."
"george"," Who?"
"jerry"," The tooth brush in the toilet bowl."
"jerry"," Hello, Newman."
"newman"," Damn you Seinfeld. You useless pustule. Um, somebody's 
              got something"
"elaine"," This guy? He's an idiot. he doesn't mean anything to me."
"jerry"," Look at your skin."
"george"," That's true, that always happens to me."
"jerry"," You think that's funny?"
"george"," Puke! That's a funny word. Puke.  puke! Don't 
              have to"
"elaine"," Ugh, I hope a giant mountain rises out of the ocean and 
              we just ram"
"newman"," The smell. It's still with you, huh?"
"kramer"," Yeah, it's baked on it. Put some butter in. Stir it up 
              so it melts."
"george"," Play Now thinks I got problems in both legs. My own personal 
              Rascal,"
"jerry"," Well it must be comforting to know you'll be going straight 
              to hell at"
"elaine"," Awful. This trip was a *huge* mistake. Huge!"
"george"," How's the trip?"
"jerry"," Sounded good."
"george"," Now if you will kindly help me unwedge my front wheel, 
              I'll be on my"
"jerry"," What are you talking about? I bombed!"
"kramer"," Like that guy who yelled out."
"jerry"," Hey, sorry Kenny. Guess you got your work cut out for you."
"elaine"," 86th and Broadway please."
"",""
"george"," Mr. Thomassoulo 
              during times of great stress, people are capable of super human 
              strength. Have you ever seen the Incredible Hulk, sir?"
"george"," Clearer"
"george","  Not at all."
"elaine"," How is 
              it talking?"
"elaine"," David 
              and I <i>will</i> not be getting back together. "
"jerry"," Dollars?"
"jerry"," Oh, that 
              restaurant on top of the Chrysler building? Yeah, thats a 
              good idea."
"kramer"," You see 
              I come up with these things, I know theyre gold, but nothing 
              happens. You know why?"
"jerry"," I can ball 
              park it."
"elaine","  I went out with a  a friend."
"elaine"," Oh, you 
              know I wear these shoes all the time. "
"elaine"," ."
"elaine"," It was 
              no big deal OK? I mean we fooled around, then we went out and grabbed 
              a little dinner. "
"kramer"," Yeah, 
              thats Jerry, you dont have to worry about him. Why dont 
              you go across the hall and get started on that mail."
"jerry"," Whos 
              he? "
"kramer"," Well, 
              apparently NYU is very enthusiastic about their students getting 
              some real world corporate experience. "
"jerry"," Alright, 
              its time to go. "
"kramer"," You see 
              the idea is for a rubber ball inside the tanker so if it crashes, 
              the oil wont spill out."
"jerry"," Now, its 
              time to go."
"kramer"," Yeah, 
              5."
"elaine"," Hey!"
"",""
"george","  Hello-o-o-o Kramer!"
"jerry","  Wel-l-l-c-o-m-e!"
"george","  
              And I still say hes naked under there!"
"jerry"," Oh that 
              makes a lot of sense."
"jerry"," Oh, nothing. 
              "
"jerry"," No its"
"jerry"," No body 
              said youre fat. Hes a loving character, like the Kool-ade 
              guy."
"kramer"," Yeah, 
              your phone is line one."
"george"," ..AlrightOK."
"",""
"kramer"," Yeah."
"",""
"jerry"," What about 
              if youre not around?"
"jerry"," I dont 
              know."
"jerry"," Done."
"elaine"," Alright, 
              Im out of here."
"kramer"," Darren? 
              What are you doing here? The college canceled the internship."
"",""
"george"," Well played."
"",""
"",""
"",""
"",""
"elaine"," uh."
"",""
"kramer"," Did you 
              bring the video camera?"
"george"," Oh, you 
              might want to stick around Jerry. Mr. Thomassoulo picked the wrong 
              man to hire because he was fake handicapped."
"jerry"," I cant. 
              I got to meet Clare."
"jerry"," This is 
              going to be a shame."
"jerry"," Clare won 
              her lawsuit against Play Now. Gee, Play Now is filing for bankruptcy. 
              I guess youre not going in anymore. "
"george"," Yeah."
"jerry"," What ever 
              happened to Darren?"
"jerry"," No, I love a good Chinese Spanish whatever it is."
"jerry"," Irked? "
"kramer"," Hey. "
"jerry"," Fix a screen door in Queens."
"george"," You're selling computers?"
"elaine"," Oh, congratulations, Adam. (Adam zealously French-kisses"
"jerry"," Tongue? "
"elaine"," And I think he's been telling his friends. I got invitations 
              to six"
"kramer"," Oh, I'm putting up Frank's screen door. This beauty's got 
<!-- BeginAd01 --><!-- EndAd -->
              a"
"george"," What is Lloyd Braun doing here? "
"elaine","  Walnuts, mmmmmm. "
"elaine"," Did you and Patty just break up? "
"elaine"," Jerry, you break up with a girl every week. "
"kramer"," She's really gotten to you, hasn't she? "
"jerry"," That was the mother on Bewitched. You mean Pandora. "
"kramer","  That's it, that's 
              it! I"
"george"," What signal? What-what signal? "
"george"," Will you shut up?! "
"kramer"," Joey Zanfino and some of the neighborhood kids. They"
"jerry"," So, you're using Frank's relaxation method? "
"elaine"," Oh, no. Jerry, I can't take any more gentle sobbing. "
"elaine"," Why am I in such a fruit mood? Ahh, banana! "
"jerry"," Lippman? "
"george"," What do you know? You were in the nut house. "
"kramer","  George, you listen to me. I owe ya one. "
"george"," Oh, please don't tell me you love me again, Jerry, I can't 
              handle"
"jerry"," George, letting my emotions out was the best thing I've 
              ever done."
"elaine"," Well, something's goin' on here, 'cause every able-bodied"
"elaine"," What? What happened to the new Jerry? "
"george"," Well what about all the Lloyd Braun sales? "
"kramer"," Hey, Seinfelds! "
"elaine"," Tomorrow evening, sure. "
"george"," Um, cream soda? "
"george"," I was, I had to leave. She lit some vanilla incenses. The smell 
        drove me nuts, all I could think about was food, I had to get out of there. 
        We need some pudding here! Pudding! "
"kramer"," My service rates went up? You banks are all the same with your 
        hidden fees and your service charges. Well, maybe I'll just take my blood 
        elsewhere, yeah. "
"george"," So eh, what do you say? "
"george"," Well, maybe it was Ghostbusters? Where ever it was, it worked! 
      "
"jerry"," Didn't go for it, huh? "
"george"," Jerry, I'm not suggesting getting rid of the girl. She's integral. 
      "
"jerry"," Maybe instead of trying to satisfy two of your needs, how about 
        satisfying one of somebody else's. "
"george"," Pudding skin singles. "
"kramer"," What the heck is going on here? "
"elaine"," Vivian, hi it's Elaine. Yeah, I'm over at Jerry's, I got your 
        message...What? Yeah, he's right here, hold on... 
      "
"kramer"," Hello, Vivian! Oh, this is a nice screen. "
"elaine"," Kramer... "
"elaine"," Kramer is actually sleeping one off, so I thought that I'd help 
        out... what's that, some raccoon or something... "
"elaine"," Oh, he's...he's a joy... "
"elaine"," Oh yeah, that eh...that is nice to know.  "
"george"," Doing quite well, thank you. Yesterday I had a soft boiled egg 
        and a quickie. You know what? If I could add TV to the equation, that 
        would really be the ultimate. "
"jerry"," George, we're trying to have a civilization here. "
"elaine"," No! I'm a scatter brain. That's why I probably can't hold a job 
        or keep a man! "
"george"," And now for the trifecta.  "
"kramer"," We're making sausages. "
"jerry"," Kramer, I'm not in a mood for this. "
"jerry"," So, the free love buffet is over? "
"elaine"," Hi! This is my friend George. "
"george"," Oh, you haven't heard, she's going to live with her grandparents 
        in Redding Pennsylvania. "
"george"," That's because it's underwater. "
"george"," Well, I'm also an architect. Is that pastrami? "
"jerry"," What if I can't keep up? "
"newman"," Hello Jerry. "
"jerry"," Of course. It's garbage."
"kramer"," Look at this. Boy, one minute Elliot Gold is sitting on 
              you and the next thing - "
"jerry"," &lt;moans&gt;"
"george"," Oh they'll get out of the way. You really smell banana?"
"jerry"," Where did you get all these?"
"jerry"," I just want to touch them a little."
"jerry"," You ran over some pigeons? How many?"
"george"," I'm getting nothing."
"jerry"," Yeah, me neither."
"jerry"," Maybe you didn't see him."
"kramer"," It's the Merv Griffin set"
"jerry"," So where are you gonna sleep?"
"kramer"," Oh, well a lot of the stars from the 70's - they were not 
              as hygienic as they appeared on TV"
"elaine"," What? "
"george"," Boy that bank clock is eight minutes off."
"george"," Squirrel? Well, we have no deal with THEM!"
"jerry"," Well, actually, it's kind of a funny story because she has 
              this amazing toy collection and last night"
"newman"," Are you married right now?"
"newman"," I told you he was a risk."
"jerry"," ... I think. Have some more wine. "
"george"," &lt;playing with toys&gt; Yes! Touch down! Your turn, Jerry.            "
"newman"," We've got no one!"
"kramer"," We need a new foreman. We should shut down and re-tool.            "
"kramer"," Nope, we got a whole new format. Edgy, youthful, plus ... 
              we got Jim Fowler!"
"george"," I was seven and a half."
"newman"," laughs"
"kramer"," Well, Jerry, we have a little surprise for you! Come on 
              out, Celia!"
"newman"," Go girl!"
"kramer"," Are we getting this?"
"elaine"," Oh, he's nobody. Hey, listen, ... let me top that off for 
              y'a."
"jerry"," Morning. "
"kramer"," You'll get used to it. It's like a grubby scrub. "
"elaine"," No, I don't want this anymore. "
"elaine","  Turn your alarm off!!  "
"kramer"," Kruger? That's not Kruger Industrial Smoothing, is it? "
"jerry"," Right, they couldn't get the green stuff off. "
"george"," Oh, this is good. This Kruger guy is clueless. I can't wait to 
        work for him. "
"kramer"," Hey, our meat problems are solved. "
"elaine"," Sara Sitarides? "
"elaine"," This jackass goes to Paris, leaves the alarm on. It's been beeping 
        since 330 this morning. "
"kramer"," This hallway smells like potatoes. "
"elaine"," I know, I know, this is it.  "
"kramer"," Well, I don't want to either. "
"elaine"," I thought you had done this before. "
"jerry"," Well, I have this neighbor... "
"jerry"," He took out Kruger? "
"jerry"," Eh, died on the table. Just spent hour and a half making me feel, 
        if I don't save lives, I'm worthless. "
"kramer"," I think we are looking half a millimeter. "
"elaine"," Can it cut that thin? "
"kramer"," Yeah, that's a hall of famer. "
"elaine"," Alright, let's do it. "
"kramer"," Well, you're not checked at on it. "
"elaine"," What do I have to know? "
"kramer"," But where does the meat go? <br/>
<br/>
         "
"elaine"," You were right Kramer, this slicer is absolutely amazing...yeah, 
        yeah...no no no I'll bring it by tonight...ok bye. <br/>
         "
"george"," But it's not a photograph, I need a photograph! "
"jerry"," What are they for? "
"elaine"," Aha. "
"george"," Could she do that at Kruger? "
"george"," And that was wrong, Jerry! You simple must to apologize.. "
"jerry"," Must I? "
"kramer"," Elaine, alright where's the SP2000? Cause I gotta slice. "
"elaine"," Aah, I forgot it. I gotta get home. "
"jerry"," Still got it. "
"kramer"," Boy, that looks like an allergic reaction. Have you been wearing 
        a fake beard? "
"jerry"," Nothing, I got up, run some errands, I went down to Sara's office 
        and apologized... "
"kramer"," There, there's your hives. "
"jerry"," She did kind of touch my face. "
"kramer"," Alright, great, because I got to get down there and pick up my 
        blade. Hey, and I couldn't find that stock room. "
"elaine"," Oh, that's fantastic. "
"george"," I just talked to Mr. Kruger, he'll be down in a minute. He wanted 
        me to take a photograph for the record. "
"jerry"," Am I? You touched my face. I didn't imagine that! "
"george"," Kramer, this is perfect. I need you to go in there, pretend you're 
        a doctor and check this guy for moles. "
"elaine"," This is it. I can take this anymore. "
"kramer"," Oh, so far, so good... yeuye... 
      "
"kramer"," George, why would I, a Juilliard trained dermatologist, send 
        him to another doctor? "
"kramer"," It'll be operative thing, he would barely feel it. "
"elaine"," Yeah, the address is 78th West... "
"jerry"," So, Kramer pulled it off? "
"kramer"," I don't want this on my conscience. "
"jerry"," Hey, I wonder if they have a picture of my rash in here. "
"kramer"," Well, that's weird. "
"jerry"," That's my hand towel! I use that on my face, hands and chest! 
        That's where the hives are coming from! It's not from Dr. Sitarides, it's 
        from Dr. Van Nostrand! "
"kramer"," Ohh, that's toxic.  
        Ououou.... "
"george"," Eh, listen Mr. Kruger, I got a message from Dr. Van Nostrand 
        and he says it might be wise to you to see another doctor about that mole. 
      "
"george"," Well, that pear shaped loser was me! And I was in that photo, 
        until I broke in here, stole the photograph and airbrushed myself out 
        of there! "
"elaine","  George, I just got off a twenty-three hour 
              plane ride. I'm too tired to even vomit at the thought."
"george","  Fine. I'll ask you again when you're rested."
"jerry","  Oh, I'm sure she'll come around."
"kramer","  Well, what happened 
              to your nose?"
"elaine"," I don't want to talk ab-ow!-t it! "
"elaine","  I know. I woke up with this."
"elaine","  I should.. "
"george"," Yeah.  Sit down there.  Hello, Jerry.  I"
"jerry","  George, we need to talk."
"george"," You can stuff your sorries in a sack, mister!"
"jerry","  Where'd you get that one?"
"george","  Funny guy!"
"elaine"," Would you grow up, George?! What is the difference? Nina 
              slept with  him, he slept with me, I slept with 
              Pinter. Nobody cares! It's all"
"george","  You slept with 
              the groom?!"
"elaine"," George knows that you slept with Nina. That's why he was 
              acting so weird."
"elaine"," Okay.  I slept with the groom."
"elaine"," Do you know what 'Jerry' is in Indian?"
"elaine","  
              G'night, Jugdish. "
"kramer"," Alright, I'm triple-wishing! Yep!"
"jerry","  I think it's the stench of death."
"george"," Hello, friend. Enjoying the flight?"
"jerry"," Coach to India - The only way to go."
"george","  Funny guy!  Right here!"
"elaine"," Okey-dokey."
"newman","  Did I?"
"george"," Hey."
"newman","  You see, my dear, all certified 
              mail is registered, but registered mail is not necessarily cerified."
"kramer"," Anything you wish.. I'll tell you a little secret about 
              zip codes They're meaningless! "
"kramer"," Newman, wait!"
"newman","  Can't do it. I'm on an unbelievable 
              birthday-wish hot streak! My last five birthday wishes came true."
"kramer"," Come on! Look, I'll give you my next birthday wish, huh?"
"newman"," Alright, alright, back, savages. Back! I haven't made my 
              wish yet.."
"jerry"," Uh-huh."
"jerry"," Sure."
"jerry","  Uh, well, you know, a coffee grinder is nice. 
              Or a coffee maker. Everyone likes coffee. Anything to do with coffee. 
              Maybe you should go get"
"jerry"," No good. Too many people know the combination."
"jerry","  Hello?"
"",""
"jerry"," I know. No awkward pauses. Probably the reason we never 
              fooled around.."
"george"," FDR?"
"kramer","  EVIL 
              eye."
"george"," Oh, it's a bad day. Uh, you got everyone in your house, 
              you're thinkin', ""These are my friends?!"""
"jerry","  Everyday is my 
              birthday."
"jerry"," So you think it's a non-vite?"
"george"," Jerry, would you make the call already?"
"george"," I'll have the clam casino."
"jerry"," Get outta here."
"george"," So, how come nothing ever happened between you and Nina? 
               Is there a problem with her? Is she a man?"
"jerry"," Are you?"
"george"," Wow! Heh.  You don't, huh, have a replacement 
              lined up for me, do ya?"
"jerry"," Anyway, like I was saying, I couldn't make the trasition 
              from conversation to sex. There were no awkward pauses.. I need 
              an awkward pause."
"george"," In every situation. No matter how silly I look.  Hm.. tastes a little funky."
"jerry"," Oh, I'm sure it's fine."
"",""
"",""
"jerry","  George, this is Nina."
"",""
"george"," Whooo..  Ooh.. French fries."
"jerry"," What are you bringing snowballs in here for?"
"elaine","  Hey, let's go 
              someplace else, Okay, Peter?"
"kramer"," Uh, no. Actually, it's Kramer."
"jerry"," No, thanks. But I ordered a pizza. You want some of it?"
"kramer","  Really?"
"elaine"," This place is like Studio 54 with a menorah."
"george"," I'm gonna get some more of these kosher cocktail franks.. 
              "
"elaine","  No, please! Denim vest! He's smoothing 
              it! Jerry! God! (Jerry excapes Elaine's grasp, moves over to the 
              woman. The man"
"jerry"," Hey."
"george","  Jerry, No!"
"jerry"," His father.."
"elaine"," Oh, I can't believe it! I've lost my ""Atomic Sub"" 
              card!.. Oh no! I bet I wrote that fake number on the back of it 
              when I gave it to denim vest!"
"elaine","  I want that free 
              sub."
"kramer","  Yeah, Go! Wha.. really? Yeah, ok. Yeah! 
              Bye.  Great news! Yeah, the strike has been settled. I'm 
              going back to work."
"jerry"," You?"
"kramer"," Yeah. Look, see. I still have my business card.  Yeah, we've been on strike for 12 years."
"elaine"," Oh, I remember seeing those guys picketing out there, but 
              I haven't seen them in a long time."
"kramer"," Now you know who to thank for that!.. Alright, I've got 
              to go. "
"kramer"," Cosmo Kramer.. strikes over."
"kramer"," Alright! Toss me an apron, let's bagel!  What are those?"
"elaine"," My number? Ohh..  Okay.. 
              Uh, well, there you go.  And, uh, 
              tell you what.. (looks at the"
"jerry"," Gwen?"
"george"," So, attractive one day - not attractive the next?"
"jerry"," Have you come across this?"
"george","  Clint Eastwood!"
"jerry"," Yeah."
"george"," What do you think?"
"jerry"," It has a certain understated stupidity."
"kramer"," Ah, gentlemen.. bagels on the house!"
"jerry"," Your hands were in the dough?"
"jerry"," You're still trying to gget that free sub?"
"george"," Aw, Mr. Kruger, Sir. Merry Christmas! "
"elaine"," Hello, Frank."
"kramer"," But it's Festivus."
"kramer"," What? You're siding with management?!"
"elaine"," No, I just.."
"jerry"," So, uh, what do you feel like eating? Chinese or Italian?"
"george","  That's why I hate it."
"kramer"," You've been warned."
"elaine"," Oh, hi! "
"george"," 20 thousand dollars?"
"",""
"elaine"," Kramer, the vest just called."
"kramer"," Yeah."
"kramer"," Ahh.. I don't know who you really are, but I've seen Jerry's 
              girlfriend, and she's not you. You're much better looking - and 
              like, a foot taller."
"elaine"," No, no, no. You give me your number."
"george"," Yo, dad. This is my boss, Mr. Kruger."
"elaine"," I didn't have time to go home. What are you doing here?"
"george"," Embracing my roots."
"jerry"," They nailed you on the 20 G's?"
"elaine","  Hey, how'd my horse do?"
"kramer"," Uh-oh. Oh, gee, Frank, I'm sorry. I gotta go. I have to 
              work a double shift at H&amp;H."
"jerry","  Alright, were goin in. "
"george","  He is. You dont know what Im 
              doin here. "
"elaine","  David, can you tell me where the Xerox machine 
              is? "
"george"," Hey, hey, hey! Whats goin on here?  
              You didnt agree to anything, did ya? "
"jerry"," No. We both just saw the same monkey. "
"george","  Im here helpin you."
"jerry"," No. He keeps asking me to give him a high-five. "
"jerry","  It was a good bit in the 80s, 
              and its still relatable today. "
"george"," Twix..  B-5. "
"george","  Excuse me. When your, uh, when your wallet 
              was open, I glanced inside, and I couldnt help but notice 
              that you had several crisp dollar"
"george"," The cashier is at lunch - which is where Id like 
              to be. "
"jerry"," How much was under there? "
"george","  Its wrinkled. Its worthless. "
"kramer"," You know, uh, oftentimes, Jerry - he lend me his car and 
              I find myself in a situation where the car is almost out of gas. 
              But, for a variety of reasons, I"
"george"," No!  Hey! Hey! I can see you! That is 
              my Twix! (The mechanic eats"
"kramer"," Well, I almost did once, and I blacked out. When I came 
              to, the car was in a ditch, and the tank was full. I dont 
              know who did it, and I never got to"
"jerry"," Yellow? I wanted black. "
"george"," Just because a candy bar fails to fall from its perch..! 
            "
"jerry","  Uhhh.. "
"kramer"," Yeah, well, alright. Im satisfied. We better get 
              some gas. "
"kramer"," What, they drove to a dealership? "
"jerry","  Elaine! "
"jerry"," Come on. Then you dont have to see him again til 
              my 15,000-mile check. "
"jerry"," Alright! Lunch! "
"elaine"," Cab receipt. Hey, Puddy. "
"george"," Only I hold the answer key to their true candy identities. 
              And so, without further ado, I give you.. the candy line-up. (Opens 
              a door to a back room."
"george"," Its a Twix! Theyre all Twix! It was a setup! 
              A setup, I tell ya! And youve robbed it! Youve all screwed 
              me again! Now, gimme one! Gimme a Twix! "
"kramer"," Hey! "
"kramer"," Yeah, yeah. I wonder.. hmm. "
"elaine"," So, George, I still dont understand - how was that 
              a setup? "
"elaine"," Thank you. Ow!"
"elaine"," A fur?"
"elaine"," He was struttin' around the coffee shop like Stein Erickson."
"elaine"," Oh, I walked by Bloomingdale's the other day, and I saw 
              that massage chair we want to get Joe Mayo as an apartment gift."
"george"," An apartment-warming gift? We got to give presents to people 
              for moving? Birthdays, Christmas, it's enough gifts. I would like 
              one month off."
"jerry"," Kramer said it's a perfect gift. That's what we're gettin' 
              him."
"jerry"," Hey."
"kramer"," Our policy is, we're comfortable with our bodies. You know, 
              if someone wants to help themselves to an eyefull, well, we say, 
              'Enjoy the show.'"
"elaine"," I'm sorry I can't stay for the... second act."
"kramer"," Nobody carries wallets anymore. I mean, they went out with 
              powdered wigs. Yeah, see here's what you need. Just a couple of 
              cards and your bankroll."
"kramer"," Well, who says I can do any of the things I do in my place?"
"kramer"," Well, yeah."
"george"," Hey, look at this. This is the same massage chair we're 
              gettin' for Joe Mayo, $60 cheaper."
"jerry"," Except the store's in Delaware."
"george"," Because important things go in a case. You got a skull 
              for your brain, a plastic sleeve for your comb, and a wallet for 
              your money."
"jerry"," But look at this thing. It's-it's huge. You got more cow 
              here than here."
"george"," All right, just gimme that. And gimme some of those Sweet 
              &amp; Lows."
"george"," A man carries a wallet."
"jerry"," You know, the very fact that you oppose this makes me think 
              I'm onto something."
"elaine"," So, George... did you get the chair?"
"george"," No, I don't have it yet."
"jerry"," So, we're givin' him nothing?"
