"X","X.1"
"SpongeBob"," Wait! Wait! You're going to miss the first slide! "
"SpongeBob"," Where?"
"Patrick","  And forts."
"SpongeBob"," And a water park!  Oh wait, that's just where you drooled on it.  I can't wait to get there! How about you?"
"SpongeBob"," Yeah!"
"Patrick","  Okay find me!"
"Patrick","  Because it happens every time I keep my cheese fizz in my back pocket!  Darn! It's almost empty!"
"SpongeBob","  Well, I guess we'll have to make the best of it.  This is fun! Hey Patrick, you gotta try thi-"
"Patrick","  Oh, hey SpongeBob! How'd ya get there?"
"SpongeBob"," Well, I was on this see-saw-"
"Patrick"," Okay.  It's not working."
"SpongeBob","  Go back and forth like this.  There you go! Now you're getting into the... SWING of things! "
"Patrick","  SpongeBob?"
"SpongeBob"," Patrick! Are you okay?"
"SpongeBob"," It's getting closer!  Oh no! It's a sheer drop-off! What do we do?"
"Patrick"," I saw something like this in a movie once! Now watch closely, and do exactly what I do!"
"SpongeBob"," Rodger!"
"SpongeBob"," Now put 'em there, Patrick!"
"Patrick"," Boring.  Lame. "
"Squidward","  Not likely.  Ow ow ow ow! What the hey?!  Move over. I want a deep tissue treatment and don't forget the feet."
"SpongeBob"," So tired.  Patrick, what are you doing here?"
"SpongeBob"," Well, that's not the can-do spirit. "
"SpongeBob"," Free tickets to what, Mr. Krabs?  You and a guest have won a week of relaxation on a luxury ocean cruise ship!"
"Mr. Krabs","  Well, I suppose I could make that extra ticket available to, say, whoever is to be me man-servant?"
"Plankton"," Let me give you a hand with that, honey. "
"Mr. Krabs"," Ah, ha ha ha! Now push me back to the top, push me to the top!"
"Plankton"," Whew, that was close. "
"Plankton"," AGGHHHH!"
"Mr. Krabs"," Oh yeah!"
"Plankton","  AAHHHHH!  Alright, alright! I give up! I know what I'm beat!"
"Mr. Krabs"," Oo, what's all this? Free Land Food, sounds so exotic.  Huh, this looks promising.  That tastes like putrefied coral stems dipped in rotten butter sauce."
"SpongeBob"," A good fry cook is never far from his grill, sir. "
"Mr. Krabs"," Come to daddy!  Hey, wait a minute, there's chum all over this bill. Hey, buddy! Where did you get this?"
"SpongeBob"," Stand back, sir. Leave this to your trusty man-servant. "
"Sandy","  Those two agents from the Zero Dryland Security just confiscated all my vacation slides, boys. Or so they think...  You see,  Someone already made six copies."
"Patrick"," Can you not imply anymore? It's confusing."
"SpongeBob"," I am?! Whoooooo! Moon trip! Moon trip! Moon trip!  Hey Sandy? Sandy? Sandy? Sandy? Sandy? Hey, Sandy..."
"Sandy"," Uh, I'm kinda busy here, SpongeBob. Gotta recalculate to account for the extra weight."
"SpongeBob"," Wha, wha, wha, why not?"
"Sandy"," Because, as we leave Earth's gravity, everything becomes weightless, and any un-contained food will float off in all directions!"
"SpongeBob"," Roger that! Folding hands."
"Sandy"," Now, get ready for lunar module se…"
"SpongeBob"," What's moon crater boarding?"
"Sandy"," You ride these on that like this.  Yeehaw! Right here is the Flip-a-dee-do-dah.  Right there is the classic Texas tail grab.  And this I call the 7-20 Nut Drop.  Munchie! And let's not forget my grandpappy's favorite The Tour to Saturn.  Star gazer! Yeehaw! Nothing like extreme sports and zero gravity! Alright your turn."
"SpongeBob","  Ok. "
"Sandy"," Wow, SpongeBob! What do you call that trick?  Interesting. Maybe you can teach me how to do a “Waaaaah!”"
"SpongeBob"," "
"Mr. Krabs"," SpongeBob?  SpongeBob!?"
"SpongeBob","  🎵Going on vacation with Mr. Krabs! Going on vacation with his daughter Pearl! Going on vacation with the whole Krabs clan! La la la la la la!🎵 I'm a vaaacation man!  Hey travel buddies!"
"Mr. Krabs"," Noooo! No. The place we are going is much better! "
"Mr. Krabs","  Bathroom Land! Oh SpongeBob! You kill me!"
"Mr. Krabs"," Is this the most exciting day in you life?"
"SpongeBob"," Bill? "
"SpongeBob"," Uh, Mr. Krabs? Everyone is starting at us.  Sir, get a hold of yourself! It's just paper!"
"Mr. Krabs"," Oh!  Uh... uh..."
"SpongeBob"," Wow! It's-"
"Mr. Krabs","   Shoes?"
"SpongeBob"," Aah. Patrick, don't you love staring at clouds and thinking about what they look like?"
"Patrick"," Sure does! Um... who's Mr. Krabs again? Oh, now that cloud looks like a flying houseboat."
"SpongeBob"," Um, Patrick, I think that really is a flying houseboat."
"Patrick"," Hey, SpongeBob, check this out!"
"SpongeBob"," Okay, I'll be right there!"
"Patrick"," We do!"
"Patrick"," Oh, whoops! You're right. I almost forgot. You're coin-operated, aren't you? "
"Patrick","  They're good!"
"Patrick"," Where's my pizza? What kind of pizza joint are you running anyhow?"
"Patrick","  Houseboat full of ghosts!"
"SpongeBob"," Eww, eww, eww, eww!"
"SpongeBob"," Aah. That hits the spot!"
"Patrick"," Well, I thought mine seemed a little flat."
"SpongeBob"," But what about our real souls?"
"Patrick"," Not really. I don't like plain doughnuts."
"Patrick"," Okay, okay! Man, you're pushy! How about... a Krabby Patty? With pickles! And ketchup! Wait, wait, wait, I know! I want... a plain doughnut!"
"Sandy"," Got ya, you little gremlin!"
"Patrick"," Yeah, we owe you one!  What now, SpongeBob?"
"SpongeBob"," I don't know, Patrick. All the TV's in Bikini Bottom are knocked out! We have to find a secure place, some place that can survive this whirlwind.  Hey, that's it. If we want to see Mermaid Man and Barnacle Boy's origin, we'll just go to the source. Follow me, Patrick."
"SpongeBob","  Okay, Patrick, the overcooked popcorn will be ready in twelve minutes!"
"SpongeBob"," Push-a-what?"
"Mr. Krabs"," Cabbage, green backs, money!"
"Plankton"," Oh Karen, if only you could just see things way I do. "
"Plankton"," Karen, my dear, I think you're onto something. Looks like it's time for an upgrade!"
"SpongeBob"," Hi Plankton!"
"SpongeBob"," Well, I guess Plankton's right. Good thing I always bring backup milk! "
"Plankton"," Yes, let's hurry up and get it over with!  Mommy! Here comes the pain!  That wasn't so bad. Uh oh, here we go.  Eureka!"
"Plankton"," I thought I was going to steal something. Can't imagine why. So, I'm just enjoying this lovely day! "
"Plankton"," Nonsense, You're imagining things."
"Plankton"," Uhh..."
"Plankton"," Why didn't I run off with it? Why didn't I run off with it? Because that would be stealing!"
"Mr. Krabs"," Since when do you care about stealing?"
"SpongeBob"," Mr. Krabs, I think Plankton has really changed. He just needs some encouragement, and I know just how to do it!"
"Plankton"," My life of evil is over.  Hey, why is it so dark in here?"
"Plankton"," Yes, thanks to you I'm evil again, and as a token of my appreciation I'll give you all a rousing send-off with my infra-red security attack lasers!  Oh well. Depth perception's overrated anyway. "
"Mr. Krabs"," Didn't you already mop this area?"
"SpongeBob"," Why wouldn't I? "
"SpongeBob"," I will do you this favor, sir chum, never fear!"
"SpongeBob"," I took him to see a hypnotist."
"SpongeBob","  He was a really good hypnotist."
"SpongeBob","  Pearl!  Pearl, what happened?"
"SpongeBob","  Because this soap smells so wonderful! That's why. Hmm, I know this fragrance from somewhere.  Oh, I'm sorry, did you want a whiff?"
"Mr. Krabs"," Krabby Patty essence."
"SpongeBob","  Oh, boy, the mail's here!  What do we have today?  Gas bill... taxes... letter to SpongeBob from  Gramma! "
"SpongeBob","  My daddy is going away. Can you take care of me...eow? "
"SpongeBob","  Ok, Patrick. There you are!"
"Patrick","  Ooh, coral balls."
"SpongeBob","   I'm gonna miss you, little guy. But I know you are going to be in good hands."
"Patrick"," Well, of course I am!  Now, go see your Gramma. Gary's in good hands.  Yep! Looks like it's just you and me, friend."
"Patrick","  Better. "
"Patrick"," I wonder what SpongeBob's got for you in the fridge. "
"SpongeBob","  Gramma, can I please use your phone?"
"Patrick"," Oh, Gary! Yeah, he's fine."
"SpongeBob"," Good morning to you too, Gary. Help yourself to some breakfast kibble while I make ready for my day at the Krusty Krab. "
"SpongeBob"," AAAAHHHHH! Gary, what has gotten into you? Is there something important that you'd like to tell me?  Aaaaaah!! Today is Sunday?! But that means..."
"SpongeBob"," Uh-huh."
"Sandy"," Here's a comprehensive list of ""do""s and ""don't""s to follow. "
"SpongeBob"," Wow...!"
"Sandy"," ...is check this thermometer right here and make sure the temperature is normal. "
"SpongeBob"," I respect your meticulous nature."
"Sandy","  Oh! Why, thank you, SpongeBob!"
"SpongeBob"," Yep."
"Sandy"," Are you really sure?"
"Patrick"," SpongeBob! There you are!"
"SpongeBob"," Oh, what a relief. I thought you were a horrible mutant worm who was about to soak me with digestive juices and slowly consume me over a period of weeks."
"Patrick"," There you go.  "
"SpongeBob"," Thanks, Patrick. You're a life-saver. Now that I haven't suffocated, it's high time I got back to this list of house-sitting duties. So without further ado, Patrick,  I'd like you to please immediately exit the treedome."
"Patrick"," All right, let's go!"
"SpongeBob"," Hold it! I promised Sandy I'd take extra-special care of her treedome while she's at the Inventor's Convention today. And that is exactly what I intend to do. Patrick, this is a major responsibility."
"Patrick"," Pretty please?"
"SpongeBob"," No way."
"Patrick"," AND A SCOOP OF NUTS!!"
"SpongeBob"," Deal."
"Patrick","  I wasn't touching anything!"
"SpongeBob"," Then what were you just doing to Sandy's collection of rare and fragile artifacts?!"
"Patrick"," Not... touch anything."
"SpongeBob"," Mm-hmm. What else."
"Patrick"," Until... SpongeBob is done house sitting."
"SpongeBob","  Good boy, Patrick!"
"Sandy"," And i'm setting it to maximum power."
"Sandy"," Quit your worryin', y'all. I can fix it all with my handy dandy rubble reverse ray blaster."
"SpongeBob"," Sure. Thanks, Squidward! Gee, looks like playing Kelpy G's music here in the restaurant has really energized him."
"SpongeBob"," You forgot to buy a ticket?"
"SpongeBob"," Me and a friend. Hmm, I wonder who that will be."
"SpongeBob"," Whoa, just look at that lemonade line."
"SpongeBob"," Oh! Why don't I get one for you?"
"Squidward"," Don't mind if I do groove."
"Squidward"," No I don't—ketchup?"
"Patrick"," Tummy want more. "
"SpongeBob"," Oh, boy."
"Squidward"," What? What? Who said that?"
"SpongeBob"," Let's go to Sandy's."
"Patrick"," Why don't you just breathe water like a smart person?  Guess you're just too dumb."
"SpongeBob"," I know Sandy. I'll use these spicy bubbles. They'll clean out your pipes for you. "
"Sandy"," That's sweet of you, SpongeBob, but a bunch of little old bubbles ain't gonna clear these air lines. "
"Sandy"," Oh, no! I have only a few minutes of air left! I'm far too dizzy already. You'll have to drive, SpongeBob."
"Patrick"," She's totally losing it."
"Patrick"," Don't worry. She's not going anywhere."
"SpongeBob"," Never fear. I know what to do. We can use these straws to suck the bubbles down."
"Patrick"," Just a little bit further. Okay, got it. "
"SpongeBob"," Hurry up, Patrick. "
"Sandy"," Hm-mmm. "
"Squidward"," I said what? "
"Patrick"," An oxygen tank! Great idea, buddy."
"SpongeBob"," I know. Wish me luck, old friend. "
"Patrick"," Ah, ah! Oof! "
"SpongeBob","  Welcome back, Sandy. "
"Sandy"," I'm alive? And the treedome's full of air? And sort of dry? How'd you fellers pull it off?"
"Sandy"," That's my friend SpongeBob SquarePants."
"SpongeBob"," But Sandy, you already have a black belt."
"Sandy"," Yes but there's one even higher than that!  The blacker belt!"
"SpongeBob"," Hm?"
"SpongeBob"," In turn I will! "
"SpongeBob"," My match!  I can't get outta here!"
"Squidward"," Sigh...which is why I keep telling you Never try anything new, ever! Stick to what you're good at! And stick to it soon!"
"Squidward"," SpongeBob! Twenty more orders here!"
"Sandy"," Told ya!"
"SpongeBob","  Sigh...You little Krabby Patties are so cute! Hmm...something's not right here.  It's the onions! They've gone bad! "
"Sandy"," And good afternoon to you Mr. Krabs. What brings you out to this fine neck of the woods?"
"Sandy"," That's what they all say. Did I already show you my single wheeled roller skate or my helicopter that is powered by coconut milk?"
"Sandy"," This is the result of an experimental growth serum I develop. It could easily feed a lot of hungry people."
"Sandy"," What's that, Mr. Krabs?"
"Sandy"," I don't know, Mr. Krabs. I can't predict what's going to happen."
"Mr. Krabs"," Eh, that patty didn't look like it's growing to me. Pfft, growth serum. Waste of a perfectly Krabby Patty."
"SpongeBob"," Patty... becoming... awkward..."
"Mr. Krabs"," The grocery store."
"SpongeBob"," Squidward, why did you make that weird noi-  Ahh! Easy boy. Easy. Never thought I'd say this but, I've gotta get out of this kitchen!  Nooooooo! Huh?  Squidward! That giant Krabby Patty is on a rampage! We have to escape!"
"Plankton","  What's this?  Krabs is cooking up some new scheme to undermine the success of his biggest competitor? ME?!  Ah, I'd better get a closer look.   Out of my way, you fools!"
"Patrick"," Huh...oh hi, SpongeBob. I just had the strangest dream, I was being chased by a giant Krabby Patty."
"SpongeBob"," That wasn't a dream!"
"SpongeBob"," Sandy?"
"Sandy"," No, SpongeBob! Up here!  And hurry! I'm running out of coconut milk!"
"Sandy"," And now that I've mastered the soy bean, I can master that patty."
"SpongeBob"," Body filling with Krabby Patty. Enormous strain."
"Mr. Krabs"," Step right up folks! For a limited time, free absorbed Krabby Patties!"
"Squidward"," SpongeBob! Two! Medium-rare!"
"SpongeBob","  Hey, little bubble. Where'd you come from? Perhaps this letter will shed some light on your origin. It's from my old friend, Bubble Buddy. I wonder what's up with him.  Let's see Dear, SpongeBob..."
"SpongeBob"," You're gonna like Squidward. He's lots of fun."
"SpongeBob","  I gotcha, you little rascal. I guess Shiny wants to be an artist, just like you."
"SpongeBob"," Shiny, where are you going?  ""Scissor Works""? Hold on, Shiny!  Oh, boy. Did you know scissors are sharp and dangerous? Luckily, we both escaped unharmed! "
"Squidward","  What am I doing!? What are you doing!?"
"Squidward"," No."
"SpongeBob"," Wow, Squidward, how do you know that? "
"SpongeBob"," Squidward, can you hear me? How many fingers am I...  Squidward? "
"Squidward"," Oh, SpongeBob, I got a present for you."
"Mr. Krabs"," It'll stand. Oh, unless you'd rather talk with SpongeBob."
"Squidward"," What?"
"Patrick"," Can I watch you work?"
"Squidward"," No! No! No! No!   Go away Patrick! Go away Patrick! Patrick! Patrick! Patrick!  Patrick!   Patrick!  Patrick!  Patrick!  Patrick! "
"Squidward"," Hello...you..."
"Patrick"," I just finished cleaning the restroom!"
"Squidward"," Patrick! "
"Squidward"," How long you want to live? "
"Patrick","  Hah hah! Squidward's funny!  Hey, a button!"
"SpongeBob"," Oh no! My two best friends are fighting!  But this restraining order says I can't get close enough to break it off!  I'm sorry, restraining order! But my friends need me!  Stop!"
"Patrick","  Squidward?  Did you know the monster was Squidward? Well when were you going to tell me?"
"SpongeBob","  I violated the restraining order! I'm sorry! I'm sorry!"
"SpongeBob"," Really, Squidward?"
"Patrick","  Uhh. Such a tired day at the office.  Boy, am I famished, I sure wish I knew the best restaurant in Bikini Bottom.  From where has this glorious scent come?"
"Mr. Krabs"," Wait a minute. Why am I dressed in a leotard?"
"SpongeBob"," Oh, I know! Win a date with Squidward Tuesday! "
"SpongeBob"," Great idea, Squidward! "
"SpongeBob","  Ohh, what is this?"
"SpongeBob"," Uhh, I can explain. That partially eaten Krabby Patty isn't just garbage, it's a work of art. It's worth a fortune."
"SpongeBob"," No, you need to turn yourself in."
"SpongeBob"," Really?"
"Squidward","  Hey, don't I get a phone call?"
"Squidward"," "
"Squidward"," Hmmm...  Oops, I accidentally burned up your memories."
"SpongeBob"," Well, with joy, Squidward, with joy."
"SpongeBob"," Don't worry, Squidward, I'll help you make a happiest memory."
"SpongeBob"," Then this will definitely be your happiest memory!"
"Squidward"," This is not my happiest memory..."
"SpongeBob"," Well, you love art. Maybe you'll find a happiest moment in here!"
"Squidward","  Gosh! I can't believe it! I think this might be it!"
"Squidward"," And now he's melted it... Not a happiest memory..."
"Squidward","  Very nice... except that I'm afraid of heights!"
"Squidward"," Yes...  Thanks for stopping by. "
"SpongeBob"," Thanks Gary! I have to find a way to give Squidward a happiest memory. These pants may be square, but it's time to think outside the box!"
"SpongeBob"," Surprise! I figured out you needed a party to help cheer you up! Unfortunately, everybody I tried to invite was busy or sick but don't worry! I used my paper mâché skills to fill the party with your favorite person me!  So what do you think? Happiest memory or what?"
"SpongeBob"," Wow, Patrick! That's a great idea."
"SpongeBob"," Say, that's a pretty neat trick! I'm going to get some extra mayonnaise from the back."
"SpongeBob"," I hate mayonnaise and mustard."
"SpongeBob","  Good one Jellien Sandy."
"Sandy"," "
"Sandy"," Hold it right there you evil blob of slime! You're through 'cause we know your weakness! Show 'em SpongeBob!"
"Plankton"," No. I mean getting the public to try some! Once everyone gets a taste of my delicious chum, they will tear this place apart to get some. Plus it's free, and who can resist free!  Step right up for your free samples of delicious chum!"
"Plankton"," It's not fair! If Krabs gave away free samples he wouldn't get this treatment!"
"Plankton"," That's it. "
"SpongeBob"," What is going on out there?"
"Mr. Krabs"," SpongeBob, you're right. We have to do everything in our power to bring those customers back. We'll triple the prices."
"SpongeBob"," Mr. Krabs, if you want your customers back, we're gonna need to take more extreme measures."
"Mr. Krabs"," Don't you say it, boy."
"SpongeBob"," But you said to go ahead with the plan no matter how hard you fight me."
"Mr. Krabs"," NO! "
"Squidward"," I can't feel my legs."
"SpongeBob"," You mean, different.  That's it!"
"SpongeBob"," It's working!"
"Mr. Krabs"," Do you mind, I'm trying to make a money angel here."
"SpongeBob"," Hear what?"
"SpongeBob"," Oh! Sorry, Gary. You want to eat, huh? Don't worry, I can fix both problems."
"Patrick","  Say no more, buddy!"
"SpongeBob"," Hurry, Patrick! I don't know how much longer I can hold this!"
"Patrick"," Oh, nothing. I'm just hanging with the sponge. How about you?"
"Patrick"," Oh take your time..."
"SpongeBob"," Holding steady Patrick. But, who knows how long this support system will last?"
"Mr. Krabs"," And, Squidward! I expect more from you. Well, actually, no... I don't."
"Patrick","  I'm here because... wait a minute, why am I here? SpongeBob, I'm having another exit pencils crisis!"
"SpongeBob"," Not now, Patrick. And Squidward has done a great job holding it up."
"Mr. Krabs","  Well... I suppose I could join the cause. But, it'll have to be our standard deal."
"Sandy","  Perfectly calibrated!  OW! "
"SpongeBob"," Yeah, but I kind of liked my pineapple the way it was. I don't need all these fancy- "
"Sandy"," Sorry, buddy. I-I can't understand you. You've got something in your mouth."
"Sandy"," Well, what do you think, SpongeBob?"
"Mr. Krabs"," Yes?"
"SpongeBob"," It's, uh..."
"SpongeBob"," Well, Gary. There's only one thing left to do  call and have this place condemned.  Hello, operator. City hall, please, Office of Broken Dreams."
"Plankton"," Karen, your memory banks are gumped up again. I did not request chum pot pie. I requested chum stir fry."
"Plankton"," I'm afraid so. But can you blame me? She's got triple the processing, all the latest software, and a sleek space-age design.  The whole package."
"Plankton"," Huh, what happened?"
"SpongeBob","  Yes, the end.  Quitting time is almost too much to bear."
"Mr. Krabs"," Yes, sir, sure as the sea's wet."
"SpongeBob"," This isn't a pile of trash.  It's a free computer system."
"Mr. Krabs"," Huh. He always has been a knucklehead."
"Mr. Krabs"," Our computer's suppose to emote? No need to cry, little lady."
"SpongeBob"," Must be the dial-up thingy"
"Mr. Krabs"," Help me out here, buddy. "
"SpongeBob"," All right!"
"Squidward"," My order?"
"SpongeBob"," No, putting in a hard days work at the greatest job in the world The Krusty Krab."
"Squidward"," SpongeBob!  Why don't you mop your way over the kitchen.  We need another Krabby Patty."
"SpongeBob"," You're right Gary! Warm milk puts me right to sleep! Now, that should do the trick!"
"Patrick"," That's a pretty cool face.  Check you this one out. "
"SpongeBob","  I love it. What do you think of this? Awoo! "
"Mr. Krabs","  Ooh. I know this sound. It's the sound of me money being flushed down the toilet!  SpongeBob! Why aren't you manning the fryer?"
"Patrick"," Funny faces make me laugh! "
"Mr. Krabs"," Good. I hope you've learned your lesson."
"Patrick"," Done and done."
"SpongeBob"," Patrick! Don't even smile. That's considered making a face."
"Patrick","  Aye yi yi yi!"
"SpongeBob","  Aw!"
"Patrick"," Ah ah ooh!"
"SpongeBob"," Duh!"
"SpongeBob"," Patrick, Sandy was right, we need help!"
"SpongeBob"," Okay, okay."
"Mr. Krabs"," Penny, penny, penny, penny."
"SpongeBob"," Oh, dear."
"SpongeBob"," Ah! Guests! May I offer you some lemonade?"
"Patrick"," Close Glove World!?! Has the world gone mad?! "
"Patrick"," A penny saved is a penny gloved!"
"SpongeBob"," You can leave a glove to glove, but you can't make it glove."
"Patrick"," For all time's right sake."
"Patrick"," We'll miss you. "
"SpongeBob"," Goodbye Glove Drop."
"Patrick"," Come on buddy. Let's take our seats. "
"SpongeBob"," Ow!"
"Patrick"," Oh oh! Glove Ice cream!  Thanks! "
"Patrick"," Yeah brother! We're chaining ourselves, through a gate."
"SpongeBob"," Well, uh..."
"Squidward"," Oh, really."
"SpongeBob"," Squidward. Squidward. Squidward!"
"SpongeBob"," Ah! What is the name of this horrible illness?"
"SpongeBob"," Uh, Squidward. I think the disease is affecting your temper."
"Mr. Krabs"," Well, Mr. Squidward, in my expert opinion, you look fit as a fiddle."
"Squidward"," But Mr. Krabs..."
"Mr. Krabs","  Mr. Krabs nothing! Just go ahead. I'm gonna keep sayin' it."
"Squidward"," But the customers. You don't want them to get sick, do you?"
"SpongeBob"," Oh this. It's a number 2 Krabby Patty with cheese, medium drink..."
"SpongeBob"," Hello, Squidward."
"SpongeBob","  Mis...ter...Krabs."
"Mr. Krabs"," That's funny. You're the second person today whose told me that."
"SpongeBob"," But Mr. Krabs, you have to believe me. Squidward's got a horrible disease called Squid's Disease! Scratchy throat, itchy eyes, dry mouth, fevers, and boils, and missed workdays!"
"Mr. Krabs"," Well, I don't care where you go, just as long as you get outta here!"
"Squidward"," Yippee! Thank you, Mr. Krabs! I mean "
"SpongeBob"," My favorite thing about Krabby Patties is...  My favorite thing about Krabby Patties is...  That's funny. My eyes feel itchy.  And my throat feels scratchy, too.  Itchy eyes, scratchy throat...  even my mouth feels dry!  I've contracted... Squid's Disease! "
"Mr. Krabs"," Well how about a little less pleasure and a little more work. "
"SpongeBob","  Yes, everything's fine in here.  Just dandy.  I better conceal these unslightly blemishes or Mr. Krabs will get suspicious.  This super hot spicy yellow mustard should do the trick. No, actually that burns real bad.  Stay calm. Just need to cool it off. Cucumber! Cucumber will cool it off! We'll just need to find some—  pickles! Pickles, they're like cucumbers. Sweet relief, here I come.  Sweet vinegar, it burns! It burns! It burns! "
"SpongeBob"," I... fell ill. Mr. Krabs won't let me work again until I'm better. Well, at least we can spend the day recovering together. After all, misery loves company. Right Squidward?  Squidward?"
"SpongeBob"," Oh, don't worry. We have all 99 sequels to watch next."
"SpongeBob"," It's  driving test day!"
"SpongeBob"," Look out, extra credit! Here I come!"
"SpongeBob"," Huh?  Oh, dear. I think I'm in that fellow's way.  Engage turn signals. Adjust mirrors. Hands at ten and two, and finally floor it. ."
"SpongeBob","  What's that Mrs. Puff? ."
"SpongeBob"," Ooh."
"SpongeBob"," Snail Bites. "
"SpongeBob","  Gary! It is 400 in the morning! What exactly do you want from me?! "
"SpongeBob","  Ok, Gary, I'm off to the Krusty Krab!  Hope your day is as fun-filled as mine! Whoa! Gary?!  Yes, so, I will see you tonight, Gary.  Gary, is that a box of Snail Bites in your teeth? He, he. That's funny, because I think I just saw a half-full box in the kitchen.   "
"SpongeBob"," I know, you want more Snail Bites. But the pet store was completely sold out of them!"
"SpongeBob","  Thanks a lot.  You're what!"
"SpongeBob"," Would you mind being quiet for one second, please!"
"Patrick"," Well, you gotta be firm, SpongeBob! Sometimes, you have to no when to say know. Oh, wait, wait, wait, it's the other way around. You have to know when to say ""no"". Yeah, that's it!"
"SpongeBob"," But I don't know how to say no, Patrick!"
"Patrick"," Stop it! "
"Mr. Krabs"," Eh, uh, no. He's out of town."
"SpongeBob"," Golly, Mr. Krabs, what if Plankton guesses right and wins a  Krabby Patty?"
"Plankton"," Hmm.  There are exactly five hundred thousand...  Three hundred..."
"Mr. Krabs"," Oh, he's getting close."
"Mr. Krabs"," 500298, 500299, 500300.  I win."
"Plankton"," You heard him, Krabs. Give me a Krabby Patty."
"Mr. Krabs"," I can't."
"SpongeBob"," I cleaned it this morning."
"Mr. Krabs"," Drat your efficiency. Uh, oh, yeah.  I can't serve you your Patty until after the show."
"Plankton"," Drat."
"Plankton"," Okay, okay. I will.  I bid you good day, sir."
"Mr. Krabs"," You gotta swallow it here on the premises."
"Plankton"," Keep it moving, nice and orderly. Hey, Eugene, want a free Krabby Patty? Just guess how many customers I can fit into the Chum Bucket."
"SpongeBob"," Hi, Squidward! What are you doing today?"
"Patrick","  ♪I will trap Santa in my box, locked up like Fort Knox and make him stop the clocks. And then we'll have Christmas all year long!♪ Hey, a cookie! "
"SpongeBob"," ♪Ohh... Santa, Santa, Santa has his jolly little eyes on me! Fa la la la la la la la la lee!  And who is that I see? Underneath her Christmas tree?♪"
"Sandy"," ♪Oh, Christmas, oh, Christmas is sweet mystery. I'll mix a dash of Christmas cheer with a candy cane and deconstructed alchemy.♪"
"SpongeBob"," Don't you mean the season of giving?"
"Plankton"," ♪Oh, Santa, Santa, Santa has his eye on me. He's seen everything I've done. Every plot, plan, and scheme. It's just a bit of fun. Santa has his eye on me. Every naughty deed is written in his scroll. So every Christmas morning, I get a stocking full of coal!♪ "
"SpongeBob"," Mm-mm."
"SpongeBob"," No. How could I possibly be angry when my taste buds are swimming in Christmas cheer? "
"Plankton"," Grrr! Have some more!  Have a whole loaf!  Have a baker's dozen!  Well?"
"SpongeBob"," What's that all about?  Hey, Patrick! What're you up to?"
"Squidward"," Why don't you go bother Sandy?"
"SpongeBob"," Is that all you got?"
"Squidward","  I beg to differ. I mean, just look at this place!  It's disgusting, not to mention our cheap boss!"
"Mr. Krabs","   See you fellows tomorrow! Gourmet know-how! "
"Squidward"," Laugh it up! My knowledge and intelligence could make even the Chum Bucket a success! "
"Mr. Krabs"," I don't value you at all! "
"Squidward"," I'll do it. "
"Squidward"," Oh, I'm sorry! Remind me, who's in complete creative control here?"
"Squidward"," See, Plankton, there's a trick to making chum edible.  We just have to follow old Grandma Tentacles's secret fricassee recipe."
"Plankton"," Who took my blue blanky? Huh? This is the secret stuff? Doesn't look very promising."
"Mr. Krabs"," Sooo, we're having a slow day. At least Old Jethra has stuck with us. That Krabby Patty hitting the spot, Jethra?"
"SpongeBob"," Aye, aye, Mr. Krabs! "
"Mr. Krabs"," Good evening, Madam. Table for two, please?"
"Squidward"," Yes, isn't it?  Next? Whoa!  Plankton!"
"Plankton"," My restaurant! "
"SpongeBob","  Gee, Mr. Krabs, it sure was nice of you to hire Squidward back. Especially since he tried to destroy your business and all."
"Mr. Krabs"," Gotcha! Whoa! You're a big one! Can't believe I've never seen you in the Krusty Krab before!"
"SpongeBob"," I haven't seen Mr. Krabs all morning. Do you know where he is?"
"Mr. Krabs"," I've been conducting a little research! Where's Squidward?"
"Squidward","  Present!"
"SpongeBob"," Oh, wow! You've been busy, Mr. Krabs."
"Mr. Krabs"," How about you, Squidward?"
"Squidward"," I try not to look directly at the customers."
"SpongeBob"," When I see that 2%, I think of pie!"
"Mr. Krabs"," Over-what who?"
"Squidward","  Oh, sure thing, Mr. Krabs! I'll get right on that, never."
"SpongeBob"," Hello, Bottomites!  Hello, sir! Have you ever heard of the most wonderful restaurant in all of Bikini Bottom, the Krusty Krab?"
"Patrick"," Oh, no! I knew this day would come! Invasion of the Giant Patties! There's only one thing to do! It's eat or be eaten!"
"SpongeBob"," Patrick! What are you doing? It's me, SpongeBob!"
"Patrick"," You okay, little buddy?"
"SpongeBob"," Yeah, I guess... so."
"Patrick"," Whatever!"
"SpongeBob","  That tickles!"
"Patrick"," Ok, now turn around! Open wide!  Wider!  Perfect!  Ready?"
"SpongeBob","  Ready!"
"Patrick"," Ooh, the Krusty Krab! "
"SpongeBob"," Phew!"
"Patrick","  I got this! "
"Plankton","  99 feet!"
"Mr. Krabs","  It's true."
"Plankton","  You are moving!"
"Mr. Krabs"," Ohoho! No, you are!"
"SpongeBob"," I'm just here if you would sign this petition. It'll save the Krusty Krab from getting bulldozed!"
"Mr. Krabs","  Thanks for saving me shell, boy!"
"SpongeBob","  Mr. Krabs is hurt so much!"
"Plankton","   Thank you, thank you! I've got what I need!  I got the signatures!  All but one. Guess I won't be hiring the yellow sponge anytime soon.  But none of that matters now! Cause the majority is on my side! Which in a democracy is all you need."
"Mr. Krabs","  It's time. "
"Mr. Krabs"," If you wanna bulldoze me restaurant,  it's gonna be long and painful!"
