"Character","Line"
"george"," Oh, Tara! "
"kramer"," Hello, Vivian! Oh, this is a nice screen. "
"elaine"," Kramer... "
"kramer"," Don't take my money! "
"elaine"," It is me, you idiot. Hi, all right you've got to get out of here, 
        I'm gonna baby-sit the hell out of that kid. "
"kramer"," No, I'm the baby-sitter. "
"elaine"," No no no, you're out, I'm in. Now, hit the road. "
"elaine"," Kramer is actually sleeping one off, so I thought that I'd help 
        out... what's that, some raccoon or something... "
"elaine"," Hi Jimmy.  Ouch!  "
"jerry"," Hey, what are you doing here? I thought you were baby-sitting 
        at Vivian's. "
"kramer"," There was an incident. "
"jerry"," Oh no, where's the blood?  It's in here isn't 
        it? "
"kramer"," Would you stop it. "
"jerry"," What is this? "
"kramer"," It's Jell-O. "
"jerry"," What about this? This is blood isn't it?! "
"kramer"," This is tomato juice, look... "
"jerry"," Ooh, you're sick! You're sick!! "
"kramer"," Will you calm down. I took all my blood down to Newman's. He 
        let me put it in his meat freezer. "
"jerry"," Hey, what's going on? Who made pudding? "
"kramer"," Oh yeah yeah, George he came by and made more of those pudding 
        skin singles. They're delicious. "
"jerry"," Damn that George, I told him I don't want this stuff around here 
        anymore... "
"kramer"," Heads up! "
"jerry"," Aaah... "
"elaine"," I wish I was dead. "
"elaine"," As long as you don't put... "
"elaine"," Thanks for the re-fill. "
"elaine"," Oh, he's...he's a joy... "
"elaine"," Oh, handful of sunshine. I wish I could do this every day. "
"elaine"," It's not serious, is it? "
"elaine"," Oh yeah, that eh...that is nice to know.  "
"jerry"," Aah! "
"kramer"," It's ok, Jerry. I'm right here. "
"jerry"," I can see that! What happened? "
"kramer"," That knife, it nicked your jugular. You know Jerry, when somebody 
        yells 'heads up', you're not supposed to actually look up. "
"jerry"," I'll remember that. "
"kramer"," Anyway, you were lucky that I was there. You lost a lot of blood. 
      "
"jerry"," What? "
"kramer"," Oh yeah, you've got three pints of Kramer in you, buddy. "
"george"," Three pints of Kramer's blood? "
"jerry"," I can feel his blood inside of me. Borrowing things from my blood. 
      "
"george"," Well, so much for purification week. "
"jerry"," So, how's the fornicating gourmet? "
"george"," Doing quite well, thank you. Yesterday I had a soft boiled egg 
        and a quickie. You know what? If I could add TV to the equation, that 
        would really be the ultimate. "
"jerry"," George, we're trying to have a civilization here. "
"elaine"," Hey. "
"jerry"," Hey, how was baby-sitting? "
"elaine"," Oh, just great. I found out that Vivian has some kind of medical 
        problem and if the worst happens she wants me to take care of Jimmy. "
"jerry"," Oh, I'm sure it won't be the worst. "
"elaine"," It doesn't matter. If anything happens to her, I'm on deck! Scissors 
        mishap, air show disaster, chinese organ thieves...it's a dangerous world. 
      "
"george"," She's right, I heard Kramer got mugged out on the suburbs on 
        a baby-sitting gig. "
"jerry"," Really? "
"kramer"," Look at this, look at the hair on the back of my neck. It's all 
        bramble, see it's like thicket back there. Look, I need somebody to shave 
        it for me, huh? "
"jerry"," I'm not touching that thing. "
"kramer"," Well, I have to say I'm very surprised and disappointed - blood 
        brother. "
"jerry"," Oh, no... "
"kramer"," What? Jerry, I gave you my blood. Listen to your pulse,  hey buddy-hey buddy-hey buddy... "
"jerry"," Kramer, I'm not shaving your neck. "
"kramer"," So, my blood is not enough. Would you like a kidney too, because 
        I'll give it to you? I'll rip it out right here and stack it on the table! 
      "
"jerry"," All right, all right I'll do it, sit down. "
"kramer"," No no no, I don't have time right now. I'll catch you tonight, 
        we'll do sort of an all over kind of thing, all right? "
"jerry"," Hello? "
"jerry"," Kramer called you? "
"jerry"," Yes, I'm fine. "
"jerry"," I don't need a personal trainer.  all right I've 
        got to go, we'll talk about this later. "
"jerry"," Why are you calling my parents? "
"kramer"," Well, maybe if you called more often, I wouldn't have to. Listen, 
        is it all right if I watch a tape in here? "
"jerry"," Why here? "
"kramer"," Well, I'm taping Canadian Parliament, you know on C-Span. "
"jerry"," Ok... "
"kramer"," Is it all right if I watch it in your bedroom, cause your bed 
        is really nice? "
"jerry"," Fine... "
"kramer"," Ok! "
"jerry"," No no no no no no no no no no! I do not want that in here! "
"kramer"," Blood! "
"jerry"," All right. "
"jerry"," Mr. Mandelbaum? You're the personal trainer? "
"elaine"," Oh, hi, oh God. I didn't here you come in. "
"elaine"," I don't know, I don't know...we had HoHos for dinner and then 
        eh...and then he put this plastic bag over his head and started running 
        around until he got tired and then he laid down somewhere I...I tell you 
        I'm no good watching that kid. "
"elaine"," No! I'm a scatter brain. That's why I probably can't hold a job 
        or keep a man! "
"elaine"," All right, but I'm running out of purses here.  "
"jerry"," Ok Mr. Mandelbaum, what you want me to do? "
"jerry"," Is this a gym, or some kind of fitness museum? "
"jerry"," For what? "
"jerry"," How many session did my parents paid for? "
"george"," Oohoho...spicy mustard...woohoho, you're hot tonight! "
"george"," And now for the trifecta.  "
"george"," Pleasuring you? "
"jerry"," What is this? "
"kramer"," We're making sausages. "
"jerry"," I thought you were gonna watch a video. "
"kramer"," Yeah, an instructional video about how to make your own sausages. 
      "
"jerry"," Kramer, I'm not in a mood for this. "
"kramer"," All right, all right. Newman, let's go grab some mail sacks and 
        haul these beauties out of here. "
"jerry"," Blood over there, sausages over here. I'm living in a slaughter 
        house. "
"jerry"," No they're not mine Mr. Mandelbaum... "
"jerry"," So, the free love buffet is over? "
"george"," I got greedy. Flew too close to the sun on wings of pastrami. 
      "
"jerry"," Yeah, that's what you did...I can't believe I got another session 
        with Izzy Mandelbaum, he's probably makes me box a kangaroo. "
"jerry"," What's going on? "
"george"," I don't know. This sandwich is making me flush. "
"jerry"," Oh no, I'll tell you what you did Caligula; you combined food 
        and sex in to one disgusting uncontrollable urge. "
"george"," I think you're right. You gonna eat that? "
"jerry"," No, but please tell me that's all you're gonna do with it. "
"elaine"," Jerry, I tell you; if this woman dies, it is going to be a major 
        inconvenience. "
"george"," These fries are really really good... "
"jerry"," All right, that's enough of that.  "
"elaine"," I mean I can't shake this woman. You know, now I have to go to 
        Jimmy's birthday party. "
"george"," Uuh, sleepy. "
"elaine"," No matter what I do, I cannot weasel out of raising this kid. 
      "
"jerry"," Well, sleepy here is quite a weasel, maybe he can bat for you. 
      "
"elaine"," Yeah, that's what I need; a pinch weasel. "
"kramer"," Why did you get rid of that sausage? "
"jerry"," It wasn't me, it was Mr. Mandelbaum. "
"kramer"," Yeah well, Newman's not happy, he booted me out of his freezer. 
        Look, I've got to take my blood back to the bank, can I borrow your car? 
      "
"jerry"," What's wrong with yours? "
"kramer"," I got no A/C and I gotta keep the blood cold or it'll go bad. 
      "
"jerry"," All right, but this is it, this is the last favor, we're even! 
      "
"kramer"," All right, Even Steven. Oh, by the way, when you get back to 
        your apartment try to keep it down because Newman is taking a nap in your 
        bed. "
"kramer"," Oh, man... ""If 
        the engine begins to overheat, turn off air conditioner"". Never, 
        I can't do that. "
"kramer"," Oh, mama... "
"kramer"," Shees, come on.....this thing is bone dry. 
         "
"elaine"," Vivian... "
"elaine"," Hi! This is my friend George. "
"elaine"," I'm gonna go say hi to Jimmy. "
"george"," Yes she is. It's a pity we won't be seeing much more of her. 
      "
"george"," Oh, you haven't heard, she's going to live with her grandparents 
        in Redding Pennsylvania. "
"george"," Yes they did. I was covering. Elaine has been deported back to 
        Scotland. "
"george"," All right, no more lies. Elaine is been chosen to represent the 
        Upper West Side in the next Biosphere project. "
"george"," That's because it's underwater. "
"george"," Is it? "
"george"," Well, it's all for charity, so what's the difference. "
"george"," Well, I'm also an architect. Is that pastrami? "
"george"," Very. "
"george"," Vivian!! "
"jerry"," Is this really necessary? "
"jerry"," What if I can't keep up? "
"jerry"," What's going on? "
"jerry"," Oh my God, the blood! "
"elaine"," So how long did they drag you? "
"jerry"," Well, for the first quarter mile they thought that I was just 
        doggin' it. "
"elaine"," Hi George. Hi Jimmy. "
"george"," Yeah, Jimmy why don't you wait outside, you know, play with something. 
      "
"george"," Ouch! "
"jerry"," What's the kid doing here? "
"george"," I'm baby-sitting! Vivian asked me to raise him if she doesn't 
        make it. "
"jerry"," Oh, that's a drag... "
"kramer"," That kid... "
"jerry"," You put blood in the car?! "
"kramer"," Jerry, it was overheating. You should take better care of that 
        thing. "
"jerry"," Well, they told me that I got more blood, so I guess I owe you 
        again. "
"kramer"," You didn't get the blood from me. "
"jerry"," Then who? "
"newman"," Hello Jerry. "
"jerry"," Aaaaahhh...!!! "
"jerry"," Why were you making gravel?"
"kramer"," Well ... I like the sound it makes when you walk on it.            "
"jerry"," Of course. It's garbage."
"kramer"," No, no, no, no. These brown things. The chairs. Jerry, 
              this is the set from the old Merv Griffin "
"jerry"," Yeah, at least in the dumpster behind the Smithsonian."
"kramer"," Look at this. Boy, one minute Elliot Gold is sitting on 
              you and the next thing - "
"jerry"," Come on, Kramer, get out of there."
"kramer"," No, no, no. You go on ahead. I'm not finished taking this 
              in."
"jerry"," &lt;moans&gt;"
"george"," You know I uh, spilled a yohgurt smoothie in here two days 
              ago. Can't smell anything, can "
"george"," Right."
"george"," Oh they'll get out of the way. You really smell banana?"
"george"," So uh where are we eating?"
"jerry"," And it was his idea to put a sprig of parsley on the plate."
"jerry"," Wow! "
"jerry"," Where did you get all these?"
"jerry"," Super bowl! Hey, an original G. I. Joe. With a full frogman 
              suit. "
"jerry"," I'm putting this on him and we're going to the sink."
"jerry"," I just want to touch them a little."
"elaine"," Hey Walter what is the deal with that guy?"
"elaine"," You've been an enormous help."
"jerry"," You ran over some pigeons? How many?"
"george"," What ever they had. Miranda thinks I'm a butcher but it's 
              not my fault is it? Don't we have a deal with the pigeons?"
"jerry"," Of course. We have a deal. They get out of the way of our 
              cars, we look the other way on the statue defecation. "
"george"," Right! And these pigeons broke the deal. I will not accept 
              the blame for this."
"jerry"," So Maranda's cooled on y'a?"
"george"," I'm getting nothing."
"jerry"," Yeah, me neither."
"george"," Really? I thought you and Celia were sleeping together?"
"jerry"," Oh, the sex is wild but she's got this incredible toy collection 
              and she won't let me near it!"
"george"," I don't understand women."
"jerry"," Here comes one."
"elaine"," Hey. What's going on?"
"george"," Hey &lt;sees coffee marks&gt; Art Garfunkle?"
"elaine"," No, Castro."
"george"," Right."
"elaine"," All because of this creepy new guy at work. He just - he 
              just comes out of nowhere and he's right "
"jerry"," So he just sidles up?"
"elaine"," That's right! He's a real sidler."
"jerry"," Maybe you didn't see him."
"elaine"," You never see him. He sidled me again in my office. I was 
              sitting there making a cup of soup"
"jerry"," Hakuna Matata?"
"elaine"," I thought I was alone."
"jerry"," That doesn't make it right."
"jerry"," See, to me, the Hakuna Matata is not nearly as embarrassing 
              as the cup of soup ..."
"elaine"," Would you just let it go?"
"kramer"," Hey, Jerry! Come in here a sec! Hey!"
"jerry"," Oh my God!"
"kramer"," It's the Merv Griffin set"
"jerry"," How did you get this in here?"
"kramer"," Oh, you just bring it in sideways and hook it."
"jerry"," So where are you gonna sleep?"
"kramer"," Yeah ... backstage. "
"elaine"," Phew! This chair smells like garbage."
"kramer"," Oh, well a lot of the stars from the 70's - they were not 
              as hygienic as they appeared on TV"
"jerry"," I'm gonna get that. "
"kramer"," All right. Well, Jerry, we'd love to have you back anytime&lt; 
              Jerry exits&gt; Well, Elaine Benes! "
"elaine"," &lt;giggles&gt;"
"george"," We had a deal!"
"elaine"," Mr. Peterman, here are these pages that you wanted."
"elaine"," What? "
"jerry"," So three dates and she still won't let me play with her 
              toys."
"kramer"," That's interesting. You know someone mentioned to me you 
              were not very happy with your toys growing up."
"jerry"," Yeah, that was me."
"kramer"," Oh, that's right, right, right. And uh you mentioned that 
              uh, you didn't get a G.I. Joe. You had."
"jerry"," An Army Pete."
"kramer"," Right."
"jerry"," He was made of wood and in the rain he would swell up and 
              then split."
"kramer"," And we all know how painful that can be."
"elaine"," Jerry"
"kramer"," Oh, Elaine Benes. Well, this is quite a thrill, yes. Come 
              on sit down. Yes."
"elaine"," Well, I'll tell ya, this sidler guy is really chapping 
              my hide."
"kramer"," Excuse me yeah. We're talking ... this way."
"elaine"," Well, he's getting credit for work I did! He's gonna sidle 
              me right out of a job."
"kramer"," Now, for those of us who don't know, uh, sidling is what?"
"elaine"," Kramer, what is wrong with you?"
"kramer"," What do you mean?"
"elaine"," Well, for starters, you're looking at note cards &lt;to 
              Jerry&gt; I'm gonna have to give that guy a taste "
"jerry"," You, sidle? You ... you stomp around like a Clydesdale!"
"elaine"," Not with these honeys. ... Wrestling shoes!"
"kramer"," Only in New York. ... ha ha "
"george"," Jerry? "
"kramer"," Oh! Well, ladies and gentlemen! It's our good friend, George 
              Costanza! What a surprise! "
"george"," Well, it happened again."
"jerry"," What happened?"
"kramer"," tut tut , I'll ask the questions. What happened?"
"george"," Well, I just stomped some pigeons in the park. They - they 
              didn't move."
"kramer"," All right, let's change the subject. Now, uh you and Jerry 
              dated for a while. Tell us ... what "
"george"," I I don't get these birds! They're breaking the deal. It's 
              like the pigeons decided to ignore me!"
"jerry"," So they're like everyone else."
"kramer"," &lt;laughs too loudly&gt; All right, let's take a short 
              break. .... Okay! We're back!"
"george"," Boy that bank clock is eight minutes off."
"george"," Zing."
"george"," Did you see that? That-that pigeon didn't move! I had to 
              swerve to get out of the way! I saved "
"george"," Squirrel? Well, we have no deal with THEM!"
"jerry"," I'm sorry. You got any booze? Let's say you and I get ripped!"
"jerry"," All right. &lt;Jerry checking in the medicine cabinet for 
              bottles that say ""cause drowsiness""&gt;"
"elaine"," &lt;quietly standing behind Lou&gt; Thank you. ha ha "
"elaine"," Well, I guess we'll just &lt;Lou has left&gt; Hey, just 
              gimme that. "
"jerry"," &lt;playing with the toys while Celia is sleeping&gt; Mission 
              accomplished! Back to base, Joe."
"george"," Well, uh, are there any other options?"
"george"," What might that cost?"
"george"," Well? &lt;Miranda hits George&gt; I was just - I'm curious, 
              that's all. We, uh. we'd like you to do "
"george"," yeah. yeah. I know."
"george"," So they're flying the tiny instruments in from El Paso."
"kramer"," El Paso? I spent a month there one night."
"newman"," &lt;laughs&gt;El Paso! "
"jerry"," What's he here for?"
"kramer"," To take some of the pressure off of me. So, Jerry, what's 
              going on with you? I understand "
"jerry"," Well, actually, it's kind of a funny story because she has 
              this amazing toy collection and last night"
"kramer"," Well. It sounds like things are progressing. Do I hear 
              wedding bells?"
"newman"," Are you married right now?"
"jerry"," Actually she doesn't even know about the toys. I gave her 
              the wrong kind of medicine and "
"kramer"," What do you mean ""wrong kind of medicine""?"
"jerry"," She's even got that old Matel football game that we love!"
"george"," Oh, come on! You gotta get me over there!"
"kramer"," Wait a minute, wait a minute! You mean to say that you 
              drugged a woman so you could take "
"newman"," I told you he was a risk."
"jerry"," Oh, like he's not just carrying you! And has been for years!"
"newman"," Yeah? Well, you bombed! That story stunk worse than these 
              chairs!"
"kramer"," Smile, everyone! We're back! "
"elaine"," Yes, Lou. you've got a lot going for you. You're, ... um 
              ... you're spontaneous. You're "
"elaine"," No. Your. &lt;breathes&gt;"
"elaine"," Eechh. "
"elaine"," Well, you should never ever go anywhere without these. 
              &lt;Tic Tacs&gt;"
"george"," More wine and turkey? &lt;Pours Celia more wine&gt;"
"jerry"," So when I saw George on the street with an 18 pound turkey 
              and a giant box of wine, I thought "
"jerry"," ... I think. Have some more wine. "
"jerry"," Oh, George brought home movies of his boyhood trip to Michigan."
"george"," Four hours."
"jerry"," More heavy gravy?"
"george"," &lt;playing with toys&gt; Yes! Touch down! Your turn, Jerry.            "
"newman"," Lately, though, I've been, uh, - I've been buying the generic 
              brand of waxed beans. you know. "
"kramer"," Well, we've officially bottomed out. Who's our next guest?"
"newman"," We've got no one!"
"kramer"," We need a new foreman. We should shut down and re-tool.            "
"newman"," What about a guest-host?"
"kramer"," I'll pretend I didn't hear that."
"george"," Is he dead?"
"george"," What's that?"
"george"," He has no home. He's a squirrel."
"jerry"," Maybe it'll be fun having a pet."
"george"," It's not a pet! It's a wild invalid! And it knows that 
              I tried to kill it. As soon as it gets better, it's "
"kramer"," Jerry, what are you doin' tomorrow? I want you to come 
              by the set."
"jerry"," What about my ""questionable material""?"
"kramer"," Nope, we got a whole new format. Edgy, youthful, plus ... 
              we got Jim Fowler!"
"jerry"," Jim Fowler? The animal guy from ""Wild Kingdom"" 
              is coming to your apartment?"
"kramer"," Well, I practically raised his kids."
"george"," That's perfect! He's a zoo guy! He take's care of animals. 
              Can I bring the squirrel by?"
"kramer"," What? Two animal acts on the same show? What is this, amateur 
              hour? Look, George, I'm "
"george"," I gotta get to Fowler. I know that he would take this squirrel 
              off my hands. It's practically "
"elaine"," Hey! ha ha Nice sidle, huh? Speaking of which I think I 
              got that problem solved."
"jerry"," Tic-Tacs worked?"
"elaine"," He's a human maraca."
"george"," Boy, my knuckles are still cramped from that football game."
"elaine"," You took him over to Celia's?"
"jerry"," What? It's a victimless crime."
"elaine"," What about the woman who's been drugged and taken advantage 
              of?"
"jerry"," Okay, one victim."
"elaine"," I think it's unconscionable."
"george"," Hey, last night, I found a whole Weeble Village right behind 
              the EZ Bake oven."
"elaine"," EZ Bake oven?"
"elaine"," Who wants cupcake?"
"george"," Oh, me, me, me, me, me!"
"jerry"," You know, that batter is, like, 30 years old."
"elaine"," Why is your father giving a tour of a rest stop?"
"george"," Oh, don't look. This is the part where they change me."
"jerry"," You're like eight years old."
"george"," I was seven and a half."
"elaine"," What?"
"elaine"," No, no, Mr. Peterman that wasn't me!"
"elaine"," No Mister Peterman."
"elaine"," Lou! In here! We have to talk."
"elaine"," &lt;Takes the Tic Tacs away from Lou&gt; No, stop it! Bad 
              voodoo. You gotta stop using these."
"elaine"," Because they're turning your teeth green?"
"elaine"," Okay ... well then your teeth are green for a different 
              reason. Just stop carrying these, okay? "
"elaine"," Binacca?"
"elaine"," Right, right, cankers. Um, I got it! Chew gum!"
"elaine"," Well, stinky, this is your lucky day."
"kramer"," Okay. a little later, we're gonna be talking with animal 
              expert Jim Fowler."
"kramer"," But first, we're talking with Jerry. Okay, Jerry, uh, you 
              drugged a woman in order to play with "
"jerry"," It was great! I've done it a few more time since then."
"kramer"," And she doesn't know anything about this?"
"jerry"," No, not a thing. "
"newman"," laughs"
"kramer"," Well, Jerry, we have a little surprise for you! Come on 
              out, Celia!"
"jerry"," What is this? What is she doing here?"
"kramer"," It's the new format. Scandals and Animals. Go with it."
"newman"," Go girl!"
"jerry"," Well, what kind of woman drinks a whole box of wine?"
"george"," Mister Fowler, I have a squirrel here that is a miracle 
              of modern science!"
"kramer"," George I told you we're booked!"
"kramer"," Ohhh. another interesting confrontation. This could be 
              spicy. Yeah, George bring him over."
"kramer"," Are we getting this?"
"jerry"," So the whole set was destroyed?"
"kramer"," Well, the squirrel kept scurrying and the hawk kept clawing."
"george"," Well, at least we know the prosthetic squirrel hips work 
              ... sorry about the set."
"kramer"," I tell y'a it was a grind trying to fill 10 hours a week. 
              I'm not sure I was ready to have my own "
"jerry"," So the squirrel's gonna make it?"
"george"," Yeah, he's in my bed. I'm sleeping on the couch."
"jerry"," Sleeping on the couch? So you're..."
"george"," Still getting nothing! So go ahead pigeons. Laugh it up. 
              I'm getting in my car now and the last "
"elaine"," Oh well, hey, I dated Jerry too. I know what a monster 
              he can be. More wine and turkey?"
"elaine"," Oh, he's nobody. Hey, listen, ... let me top that off for 
              y'a."
"elaine"," Hey. "
"jerry"," Morning. "
"elaine"," Look, this is crazy, I can't go on like this. "
"jerry"," But why? "
"elaine"," I need some space. "
"george"," Does that mean I have to go too? "
"jerry"," You don't think she's just talking to me? "
"george"," Hey, shut up. "
"jerry"," You shut up. "
"elaine"," I hate this. "
"kramer"," You'll get used to it. It's like a grubby scrub. "
"elaine"," No, I don't want this anymore. "
"jerry"," We'll come to work with you. "
"george"," And on your dates. "
"jerry"," And shopping. "
"kramer"," And to the bathroom. "
"elaine"," I can't breath...I'm sorry... You're killing 
        me! "
"elaine","  Turn your alarm off!!  "
"george"," Well, at the Yankees it was all about smoothing things over, 
        you know, chiseling away, grinding down. In fact we used to call it 'the 
        grind'. "
"george"," That should be 14, let me just... "
"george"," You won't regret this, sir. "
"george","...and then when I saw the photo I remembered where I'd seen him; 
        the boom box incident. "
"jerry"," The boom box incident? "
"george"," Summer of '89 I'm at the beach. This family sits up next to me. 
        I go in to the surfs and when I come from out, my clothes, my towel, my 
        umbrella, they're all gone. I am furious, I start screaming to these kids 
        demanding my stuff back and finally I lose it; I grab their boom box and 
        I chuck it in to the ocean. "
"jerry"," Seems reasonable. "
"george"," Then I see my clothes floating out there. The tied took them 
        out, not the kids. "
"jerry"," Even more reasonable. "
"george"," So now, the father is screaming at me, he's demanding that I 
        pay for the boom box. Finally, I gave them a fake address and got the 
        hell out of there. "
"jerry"," And that guy is your new boss? "
"george"," Until that stupid photo jogs his memory. "
"kramer"," Kruger? That's not Kruger Industrial Smoothing, is it? "
"george"," Yeah. "
"kramer"," Grinders, sanders, wet stones. They are the ones who botched 
        the Statue of Liberty job. "
"jerry"," Right, they couldn't get the green stuff off. "
"george"," It is a horrible company. There's no management what so ever. 
        I could go hog wild in there. "
"kramer"," You now what you do? You sneak that photo out of there for couple 
        of days and get it air brushed. "
"george"," Like retouched. "
"kramer"," You remember that photo of me and Gerald Ford and I took it in. 
        Got that Ford right out of there. "
"george"," Oh, this is good. This Kruger guy is clueless. I can't wait to 
        work for him. "
"kramer"," Look at this. This sandwich is terrible. Everywhere you go, they 
        give you this misshaped shardy meat. Look at this... "
"kramer"," I haven't had a decent sandwich in 13 years. "
"jerry"," Neither have I. "
"kramer"," Hey, our meat problems are solved. "
"jerry"," Where did you get this thing? "
"kramer"," I traded it to my sausage press. Look how thin that is, see that's 
        all surface area. The taste has nowhere to hide. "
"elaine"," Hey. "
"kramer"," Hey, spice.  Welcome to flavor 
        country. "
"elaine"," Yeah, that's pretty good. "
"jerry"," Hey, I got a date with that doctor you met. "
"elaine"," Sara Sitarides? "
"jerry"," Mmhu. "
"elaine"," Oh... "
"jerry"," What's with you? "
"elaine"," You remember that next door neighbor of mine, the apartment that 
        always smells like potatoes? "
"jerry"," Your whole building smells like potatoes. "
"elaine"," This jackass goes to Paris, leaves the alarm on. It's been beeping 
        since 330 this morning. "
"kramer"," You know, that happened to Lomez, so he blew his neighbor's circuit. 
      "
"elaine"," How do you do that? "
"kramer"," Yeah well, that's easy. Just let me finish this mile high and 
        I'll be right with you. Oh, and Jerry, we are gonna need a case of Kaiser 
        rolls. "
"jerry"," I think we might have one left in the stock room. "
"kramer"," This hallway smells like potatoes. "
"elaine"," I know, I know, this is it.  "
"kramer"," Ok, oh, you see this socket it's probably connected to her apartment. 
        So what we'll do, we'll take this paper clip and bend it so it'll short 
        out the entire circuit. Here you go... "
"elaine"," I think I'll let you do it. "
"kramer"," No no no. It's easy, you just...do it quickly. "
"elaine"," No, I really don't want to. "
"kramer"," Well, I don't want to either. "
"elaine"," I thought you had done this before. "
"kramer"," It's just...it's no picnic. "
"elaine"," Well, how are we gonna do it? "
"kramer"," Alright, fine fine, I'll do it. "
"kramer"," Oh mama. "
"elaine"," Are you okay? "
"kramer"," I will lose that nail. "
"jerry"," Well, I have this neighbor... "
"jerry"," Is it anything like hitting a home run in softball? "
"jerry"," Cause I hit a whopper last week! "
"george"," What did you do here? You took out the wrong guy. "
"george"," Well, I'm still here. You took out the other guy! "
"george"," I am aware! "
"elaine"," The cat. "
"jerry"," He took out Kruger? "
"george"," I just pray Kruger doesn't realize that it's gone until this 
        guy can fix it up. "
"kramer"," This slicer is indomitable. "
"jerry"," Where did you get that butcher's coat? "
"kramer"," You buy enough meat, they'll give you anything. "
"elaine"," Kramer, my neighbor has a cat. When you blew the power, we must've 
        shut off the automatic feeder. "
"kramer"," See, that's the same thing that happened to Lomez. "
"elaine"," What did he do about it? "
"kramer"," Well, he moved to a hotel and the cat eventually died. "
"elaine"," Well, this meowing is absolutely worst than the alarm. "
"kramer"," Oh, that's a prickly one. "
"elaine"," Yeah, how's the doctor date? "
"jerry"," Eh, died on the table. Just spent hour and a half making me feel, 
        if I don't save lives, I'm worthless. "
"elaine"," Well, she's very focused. Dermatology is her life. "
"jerry"," Dermatology? "
"elaine"," Yes, she's a dermatologist. "
"jerry"," Saving lives? The whole profession is; eh, just put some aloe 
        on it. "
"kramer"," The slicer! Elaine, let's go. "
"elaine"," Where are we going? "
"kramer"," The cat. Just grab that meat and let's ride. "
"george"," When are you going on your next date with her? "
"jerry"," Oh, what's the point? "
"george"," What, you're gonna pass up a wonderful opportunity to put that 
        aloe pusher in her place? "
"jerry"," Revenge date? That sound like you more than me. "
"george"," This good be so sweet, Jerry. Saving lives? She's one step away 
        working at the clinique counter! "
"jerry"," Dermatologist? Skin doesn't need a doctor! "
"george"," Of course not! Wash it, dry it, move on! "
"jerry"," You're right. I'm gonna call her right now and tell her off. "
"george"," No no no no no, this has to be carefully orchestrated. You go 
        to a fancy dinner, flowers... "
"jerry"," Flowers? "
"george"," Yeah, you gotta do it classy  
      "
"jerry"," So, you've done this? "
"george"," Almost. Couldn't get the girl go out with me the second time. 
      "
"kramer"," I think we are looking half a millimeter. "
"elaine"," Can it cut that thin? "
"kramer"," Oh, I've cut slices so thin, I couldn't even see them. "
"elaine"," How did you know you cut it? "
"kramer"," Well, I guess I just assumed. "
"elaine"," Hold on kitty, dinner's coming. "
"kramer"," Yeah, that's a hall of famer. "
"elaine"," Alright, let's do it. "
"kramer"," Alright, here we go. Yeah, watch that baby slide... "
"elaine"," Come on, come on kitty... ooh...how about that; 
        it worked! Wow, can I borrow that thing for a while? "
"kramer"," Oh no, I don't think so. "
"elaine"," Why not? "
"kramer"," Well, you're not checked at on it. "
"elaine"," What do I have to know? "
"kramer"," Well, where the meat goes? "
"elaine"," Right there. "
"kramer"," Where do you turn it on? "
"elaine"," Right there. "
"kramer"," But where does the meat go? <br/>
<br/>
         "
"jerry"," Well, I'm a classy guy. How's the life saving business? "
"jerry"," It must take a really really big zit, to kill a man! "
"jerry"," You call yourself a lifesaver. I call you pimple popper MD! "
"jerry"," She saved your life? "
"jerry"," Skin cancer! Damn. "
"elaine"," You were right Kramer, this slicer is absolutely amazing...yeah, 
        yeah...no no no I'll bring it by tonight...ok bye. <br/>
         "
"elaine"," These heals are so uneven.  "
"george"," What is this? This is a drawing. "
"george"," This is a cartoon! "
"george"," But it's not a photograph, I need a photograph! "
"jerry"," He looks like a Peanuts character. "
"george"," I know. The only way to fix it now, is to get a whole new photo 
        of Kruger. "
"jerry"," You can do that. "
"george"," Without his shirt on. "
"jerry"," You can't do that. Well, maybe Kruger wasn't the place for you. 
      "
"george"," It seemed so disorganized. "
"jerry"," I understand. "
"george"," What about the Coast Guard? Seems like a lot of pride there, 
        a lot of tradition. "
"jerry"," True. You mean, for you? "
"george"," I think. "
"jerry"," What about your sea sickness? "
"george"," Maybe I could be a land guy. "
"jerry"," I don't know if they have land guys. "
"george"," Someone's have to unhook the boat before it leaves...the place! 
      "
"elaine"," Pliers? "
"jerry"," Drawer. "
"elaine"," Got it. "
"jerry"," What are they for? "
"elaine"," I...eh...I got a piece a my heal stuck in a slicer. "
"jerry"," Come again? "
"elaine"," Okay, I got a little slicer happy, but listen; don't tell Kramer, 
        okay? He has very strong feelings for it. "
"george"," I forgot to ask you; how did the revenge date go? "
"jerry"," Eh, it went okay. "
"george"," Did you dressed nice, did you do it classy? "
"jerry"," Yeah, I started out real classy... "
"george"," Yeah you did, you classed it up! "
"jerry"," But then I found out about the skin cancer. "
"george"," Oh, so it backfired? "
"jerry"," Yeah. "
"george"," So, I guess I was lucky that I never tried that myself. "
"elaine"," Of course she treats skin cancer. That's how I met her, she was 
        doing a skin cancer screening at Peterman. That's what dermatologists 
        do. "
"jerry"," Sadly, that knowledge could've help me. "
"george"," Wait a minute, she did a skin cancer screening at Peterman? "
"elaine"," Aha. "
"george"," Could she do that at Kruger? "
"elaine"," I don't know, I guess. "
