"X","X.1"
"Squidward"," It's not a sea spider, you dope! It's... my hair!"
"Squidward"," Wait a second. Hurt each other? Oh, I'm gonna enjoy seeing this."
"Squidward"," Stop, stop, stop! I thought you said you were trying to hurt each other!"
"SpongeBob"," Uh-huh, we're trying."
"Squidward"," Well, you're not gonna do any damage with soft pillows!  Here, try this."
"Patrick"," Okay.  Squidward was wrong. Didn't hurt him, just made him disappear."
"Squidward"," Ah! Sea spider! "
"SpongeBob"," Oh-oh, no, Patrick, I'm slipping...and falling!  I didn't even break a bone!"
"Patrick"," My turn!  I'm losing my footing!  Oof! I've survived a deadly fall unhurt!"
"SpongeBob"," Life insurance!"
"Squidward","  Hi-ya! Hi-ya!"
"SpongeBob","  What? I can't hear you!"
"Squidward","  Hi-ya!"
"Patrick","  Turn the volume up inside of your voice!"
"Squidward"," I said... "
"SpongeBob"," Squidward, what were you yelling?"
"Squidward"," I was trying to say that you got to fall from something higher. "
"Patrick"," Sea spider! "
"Squidward"," Ah! My baby!"
"Squidward"," Once again, I'm asking, what are you doing?"
"SpongeBob"," It's our final test. We're trying to get jellyfish to sting us to prove we can't get hurt."
"Squidward"," What?"
"Patrick"," Sting me, sting me, sting me!"
"SpongeBob"," Blast me with your venom!"
"Patrick"," Zap me with your pain juice!"
"Squidward"," They're the ones asking... "
"SpongeBob"," Gee, Squidward,  maybe you should get some life insurance."
"Squidward"," What are you yammering about?"
"SpongeBob"," I bought some life insurance for Patrick and myself and now we can never be hurt."
"Patrick"," Yeah! To test out the life insurance, we even built a super dangerous obstacle course across the street! "
"SpongeBob"," We call it, ""The Sushi Maker.""  Squidward, I think you need this more than I. I would like to present you with my life insurance policy. "
"Patrick","  Actually, you better take two, since you kind of a klutz. "
"Squidward"," Better take two? Life insurance?  You giblet heads! No piece of paper can protect a person from getting hurt!"
"SpongeBob"," Yay! It works!"
"Patrick"," You're untouchable!"
"Squidward"," Oh, that was just a coincidence!"
"SpongeBob"," You are magically protected."
"Patrick"," Whoo-hoo!"
"SpongeBob"," Whoo!"
"Squidward"," Oh, it was just luck! Dumb luck!"
"Squidward"," Look, I'll prove it. You stand here."
"Squidward"," Huh?  Hmm? Oh."
"Patrick"," Yes!"
"SpongeBob"," You see, Squidward? You're immune!"
"Patrick"," You can't be hurt!"
"SpongeBob"," Yeah! You are a cast-iron Squidward."
"Squidward"," Wow, I can't believe it, but you two sub-geniuses were right somehow. I can't be broken. I'm indestructible! I am shatterproof! Watch this. "
"SpongeBob"," What you gonna do, Squidward?"
"Squidward"," What does it look like? I'm running into a...  wall!"
"Squidward"," Did you see that? I ran right through a brick wall. I'm hard as nails! Come on, world! Bring it on! "
"Squidward"," Oh, perfect."
"Squidward"," Pfft. Big tough guy. "
"SpongeBob"," What are you doing, Squidward?"
"Squidward"," Just watch. Enjoying your sherbet, Herbert?"
"Squidward"," Oh, I know it's not. Your name is ""Hey."" What's your name?"
"Squidward"," Told ya! Here, let me help you."
"Squidward"," Funny, didn't feel a thing. "
"SpongeBob"," Uh, Squidward, I don't think you should lick that. It's got germs."
"Squidward"," Ha! Germs can't hurt me. Nothing can hurt me!"
"Squidward"," As a matter of fact, do you know what I'm gonna do now? I'm gonna run your super dangerous obstacle course. You know why?"
"Patrick"," Mm-mmm."
"SpongeBob"," No."
"Squidward"," Because now I've got moxie!"
"Mr. Krabs"," What goes on, boyos?"
"SpongeBob"," Squidward is gonna try out The Sushi Maker."
"Mr. Krabs"," Why does he want to do that?"
"SpongeBob"," Oh, don't worry, Mr. Krabs. He's got life insurance. He can't be hurt."
"Mr. Krabs"," That's not how life insurance works."
"Patrick"," It's not?"
"Mr. Krabs"," Course not!  Life insurance is money the beneficiary gets when a person dies. By the way, who gets the money?"
"SpongeBob"," Well, let's see.  No name here."
"Mr. Krabs"," Hooray!  Eugene H. Krabs. Go, Squidward!  Yay! Fly high! Do or die! Preferably the latter. "
"SpongeBob"," D-d-d-d-do or die?! Squidward, come down! You're not invincible! Life insurance is not what you think! You were right! Oh, it was just dumb luck!"
"Patrick"," Now I'm yelling too!"
"Squidward"," Oh, what are those ninnies going on about now? I can't hear you! Just shut up and watch me!  Nah—hey!"
"SpongeBob"," Come back, Squidward! Don't do this!"
"Squidward"," Will you stop shaking it?"
"Squidward"," No, no, no, no, no!"
"Squidward"," Ow..."
"SpongeBob"," Hey, Squidward, guess what I learned today. Apparently, a life insurance policy doesn't protect a person from injury. Heh, how about that?"
"Squidward"," Ha, how 'bout that? "
"SpongeBob"," Squidward, how did you survive The Sushi Maker?"
"Squidward","  It had to be this."
"SpongeBob"," Ah!"
"SpongeBob"," I'm trying!"
"SpongeBob"," Yes, Mrs. Puff!"
"SpongeBob"," Nothing soothes one's frazzled nerves like blowing bubbles! "
"SpongeBob"," So, uh, how'd I do?"
"SpongeBob","  But—but—"
"SpongeBob"," I'll never pass my driver's test, I'll never get my license, and I'll never know the joys of boat ownership!"
"Mr. Krabs"," Oh, hey there, boyo! Lovely day for a boat wash!  Isn't it?"
"Mr. Krabs"," Whoa. Maybe I shouldn't have borrowed Pearl's shorts."
"SpongeBob"," Hey, Patrick, you want to hang out?"
"Patrick"," Wish I could, SpongeBob, but I'm kind of busy spending time with my boat right now."
"SpongeBob"," Your boat.  Sure, Patrick. See you later. "
"Patrick"," Catch! "
"SpongeBob"," Ooh!  Aww! If only I was as good at driving as I am at blowing bubbles.  Oh! That's it!"
"SpongeBob"," All right, all right."
"SpongeBob"," Pleasant day for a drive, hey, Officer?"
"SpongeBob","  You don't need a license to drive a bubble."
"SpongeBob"," Gary!"
"SpongeBob"," You'll never believe it! I was out driving all day! Yes, driving! First, I drove down the street like this!"
"SpongeBob"," Then I made a right turn on red like this."
"SpongeBob"," You should've been there, Gary! Oh, it was like a dream come true!"
"SpongeBob"," Hmm?"
"SpongeBob"," Oh, I'm not sure I have enough soap to make this many bubble boats."
"SpongeBob"," Well, I suppose I could tap into my rainy day reserves."
"SpongeBob"," One bubble boat coming right up!"
"Plankton"," Down here, idiot! I want to strike fear in the hearts of other drivers. You got something terrifying in that wand for me, SpongeBob?"
"SpongeBob"," I sure do, Plankton!"
"Plankton"," Oof!"
"Plankton"," Ha-ha-ha, you fool! Now I will rule the streets! "
"Plankton"," Ouch!"
"Plankton"," Strike fear..."
"SpongeBob"," I'm on it, Larry!"
"SpongeBob","  I'll never blow enough bubble boats at this rate. Yahoo! "
"SpongeBob"," Whoo-hoo-hoo-hoo!  Hi, Mrs. Puff."
"SpongeBob"," You must be here for the bubble lessons. Don't worry, Mrs. P.  You'll be learning from a master."
"SpongeBob"," Whoa! "
"SpongeBob"," Now, to get your bubble going, just pump your legs like this."
"SpongeBob"," Nice start."
"SpongeBob"," Mrs. Puff, you're ready."
"SpongeBob"," Absolutely! You just need to pass your final test...out there. "
"SpongeBob"," Nice and easy. Doing great."
"SpongeBob"," Oh, no, Mrs. Puff! You got on the freeway by mistake! Look out!"
"SpongeBob"," It's okay! Just calm down!"
"SpongeBob"," Ah!"
"SpongeBob"," Oh no. What's gonna happen when they hit the surface?"
"SpongeBob"," Doh!"
"SpongeBob"," Don't worry, Mrs. Puff. Even though it was bubbles that caused all these problems, it was also bubbles that solved 'em. That's kind of a wash, I guess. Get it? Wash? Soap? Bubbles? "
"SpongeBob"," Well, Mrs. Puff, looks like I have to get my boating license after all. See you tomorrow in class! ♪La-la-la-la, la-la-la-la, la-la-la-la♪"
"Plankton"," Whoa, big fella!"
"Plankton","  Actually, yes, that is true. I've got it all worked out.  First I break into the safe, and...  Huh? Wait, is this live?"
"Plankton"," Don't broadcast my secret plans! They're secret!  I will destroy all of you! "
"Plankton"," Secret formula, ho! "
"Plankton","  I reckon that classified taste mixture will be in my hands directly. "
"Plankton","  Ow!  The fool! He left the safe open! "
"Plankton"," Open for business, baby! "
"Mr. Krabs","  Gotcha! "
"Plankton"," Urrgh!"
"Mr. Krabs"," I'm off to make a delivery. "
"Plankton"," Ha, that fool!"
"Plankton"," And the Krabby Patty is made of..."
"Plankton"," Urchins!"
"Mr. Krabs","  Gotcha! "
"Plankton"," Yoink!"
"Plankton","  Yes!"
"Mr. Krabs"," Pull!"
"Mr. Krabs"," Yee-haw! "
"Mr. Krabs"," Gotcha! "
"Mr. Krabs","  Gotcha."
"Plankton"," Whee!  Come to daddy, patty!"
"Mr. Krabs","  Gotcha. "
"Plankton"," Oh, Karen, he covered me in urchins, fed me to a seahorse, and stung me to death! I fly through the air, he flies through the air! I hide in a stomach, he hides in a stomach! I have had enough!"
"Plankton","  No, Karen! That's just not gonna work anymore! Don't you see? We're done here."
"SpongeBob"," Mr. Krabs, did you see that? Plankton is retiring."
"Mr. Krabs"," I'll believes it when I sees it."
"Mr. Krabs","  Hey, ha ha!  All hands on deck, SpongeBob!"
"SpongeBob"," Aye-aye, Mr.—Whoa!"
"SpongeBob"," Aw, you want to say good-bye to Plankton, you old softy you."
"Mr. Krabs"," That'll be the day! I don't trust Plankton as far as I throw him! That's why we're gonna shadow that little twit and find out what he's up to!"
"SpongeBob"," ""Welcome to Dullsville, a charmingly boring..."""
"Mr. Krabs","  Snap your trap, boy-o! You'll blow our cover!"
"Plankton"," A new life in a new town! "
"SpongeBob"," I still don't see Plankton doing anything wrong. Maybe he really is retiring."
"Mr. Krabs"," Believes it when I sees it."
"Mr. Krabs"," Quick, boy, he's getting away!"
"Plankton"," I'd like a room, please."
"Plankton"," Forever. "
"Plankton"," And so begins my retirement! "
"Mr. Krabs"," You see there, lad? Plankton is up to no good! I bet those are all the fixings for another evil lab."
"SpongeBob","  Mr. Krabs, I'm gonna be sick."
"Plankton","  Yes!  Yes! "
"Mr. Krabs"," You see? He's got an evil belt to match those evil shoes!"
"Plankton"," Yes! My plan is almost complete! "
"Mr. Krabs"," His plan!  Did you hear that, SpongeBob? He said, ""plan!"""
"SpongeBob"," Uh, please don't shake me, Mr. Krabs."
"Plankton"," Oh, my pretty. You'll be my best friend from now on.  Retirement is mine! Mine! Mine! "
"Mr. Krabs"," Ooh, this is it, boy-o. He's got an evil laser death apparatus contraption ready to spring on all of us!"
"Mr. Krabs"," Ooh."
"Mr. Krabs"," Now that I sees it, I believes it."
"SpongeBob"," Hurray! I knew you'd get it, Mr.  Krabs! "
"Plankton"," Krabs?! What are you doing in my hotel room?!"
"Mr. Krabs","  Oh.  Good luck on your retirement, Plankton. I won't give you any more trouble."
"Plankton"," Oh, I know you won't, Krabs, because I'm at the Krusty Krab right now stealing that formula."
"Mr. Krabs"," Oh-oh, sure. Whatever you say, old-timer. How would you be doing that when you're all the way over here in Dullsville, hmm?"
"Plankton","  Because I'm a decoy look-alike robot!"
"SpongeBob","  So what'd I miss?"
"Plankton","  That's right, Karen. By the time those two knuckleheads figure it out, I'll be knee-deep in secret formula.  Yes, I'll wear my galoshes. Gotta go."
"Plankton"," In your face, Krabs! Ha!"
"Plankton"," Krabs? SpongeBoob? W-w-why aren't you in Dullsville?"
"Mr. Krabs"," We never left, Sheldon. The Mr. Krabs and SpongeBoob who followed the robot you to Dullsville were also robots. Gotcha! "
"Plankton","  Hate! Hate!  Hate! Hate! Hate! Hate! Hate!"
"Plankton"," So you're the real Krabs and SpongeBob.  Gimme that! "
"SpongeBob","  Hello? Krusty Krab, may I take your order? No, Mr. Krabs is unable to come to the phone right now. He's trapped under a dust cloud brawl. Yeah, he'll have to call you back.  Gee, I hope our robot look-alikes are okay. Bless their heart-like pneumatic pumps."
"SpongeBob"," Sorry. "
"SpongeBob"," Hey, I was still reading that! "
"Squidward"," Forget the stupid comic! We've got a situation here! We don't have any Krabby Patties, and these animals are trying to eat us instead!  Hey, who's responsible for this? "
"Mr. Krabs","  Get to flipping those patties fast, boy-o! Before we all become the lunch special!"
"SpongeBob"," I'm on it, Mr. Krabs!"
"SpongeBob","  Oh, the toppings haven't been prepped! I wish this lettuce and tomato would just cut themselves up! "
"SpongeBob"," Huh. I guess I did chop the toppings up after all."
"Squidward"," 37 Krabby Patties! Fast! "
"SpongeBob"," 37 patties? How am I gonna flip 37 patties?  Huh, has my spatula always had three heads? "
"Mr. Krabs"," Get them patties out here fast SpongeBob!  Arrgh!"
"SpongeBob"," Oh, I wish these Krabby Patties would just serve themselves so I could keep cooking. "
"SpongeBob"," Whoa, my spatula never did that before."
"Mr. Krabs"," Huh?  I don't know how you're doing this, boy-o, but keep it up! Folks will pay every cent they have to watch Krabby Patties dance! Look at how cute they are!"
"Mr. Krabs","  We're running out of these dancing patties! Faster, boy-o! Faster!"
"SpongeBob","  Dance! Come on, dance! I'm trying, Mr. Krabs!  I'm trying!  Come on, you, work!"
"Mr. Krabs"," No! This is gonna cost me money!"
"SpongeBob"," Mr. Krabs, I wish you wouldn't worry about money at a time like this!"
"Mr. Krabs"," Right you are, boy-o!  Here, take this! Here you go! I can't stop!  There you go! What's happening to me?!"
"SpongeBob"," What is going on around here?"
"SpongeBob"," Hey, what's this?  Whoa! My spatula is magic!"
"SpongeBob"," This is awesome! I will use this magic spatula to help everyone."
"SpongeBob","  I'll help you, baby! Boing!"
"SpongeBob"," There is no problem I cannot solve, for I am SpongeBob, Emperor of the Sea!  Hey, get outta here, you pesky jellyfish!"
"Patrick"," Hey, SpongeBob. You look so sparkly today."
"SpongeBob"," Of course I do, for I am SpongeBob, Emperor of the Sea. "
"Patrick"," Oh.  No! My ice cream! Ooh, why is the world so full of pain? "
"SpongeBob"," Fear not, bestest of friends. You shall have all the ice cream you could ever eat!"
"Patrick"," Ahhh! Best day ever! "
"SpongeBob"," I can fix this!"
"Patrick"," Boo!"
"SpongeBob"," I think I know a way to make you both happy."
"Patrick"," An ice cream geyser!"
"Patrick"," Brain freeze! I can't eat it all! Ah, I've never been more disappointed in myself."
"Patrick"," Save us, SpongeBob! Save us! No wait.  Okay, now save us!"
"SpongeBob"," Stop, ice cream! Stop! Stop!"
"SpongeBob"," Oh, I just made it worse! Patrick, I've ruined everything."
"Patrick"," Oh, SpongeBob, I wouldn't say that."
"Mr. Krabs"," Take me money!"
"Patrick","  Ow! Okay, SpongeBob, you ruined everything."
"SpongeBob"," No sponge should have this much power."
"SpongeBob"," Not helping!"
"SpongeBob"," My spatula! T-Then what's this?"
"SpongeBob"," Well, take your trident. I don't want it anymore."
"SpongeBob"," Whoa! Stop! That wasn't me."
"SpongeBob"," Sorry! Pardon me! It's stuck!"
"SpongeBob"," Ahh! Make it stop!"
"Mr. Krabs"," Give me back me money!"
"SpongeBob"," Really?"
"SpongeBob"," Thanks for bailing me out, Neptune. If there's any way I can ever help you, just let me know."
"SpongeBob"," Let's get 'em!"
"Squidward","  An urchin!"
"Squidward"," Hey, lady, take your infested-patty with you! Okay, no need to panic, Squidward. It's just a puny urchin. Everything's gonna be fine as long as you... Smash it! Smash it! Smash it!  Whew!"
"SpongeBob","  Squidward, I'm surprised at you. That little urchin wasn't hurting anyone.  He's still one of Neptune's creatures. No matter how small he is.  This is where the magic happens, little urchin. First, we turn up the heat, but don't make it too hot.  Would you like to see a menu, Monsieur?  Ow!"
"SpongeBob"," Okay, little guy, see you later.  Good thing he is a little guy. Ouch."
"SpongeBob"," What the shrimp?  Hey, what's going on here?  Whoa! That's too hot!  Whooaaa!  Wow.  Oops. "
"SpongeBob"," I steamed myself tiny. Whoo-hoo! I steamed myself tiny! Whoo!  This place is huge!  My spatula's huge! And just look at the size of my grill. It's huge!  Ow!"
"SpongeBob"," Ow! "
"SpongeBob","  Come on, flip! Whoa! "
"SpongeBob"," Uh-oh. The grill blew out. Well,  it isn't gonna fix itself.  That's one small step for SpongeBob, one giant leap for—  Whee!!  Whoa!  Bob.  Whew!  Whoa!"
"SpongeBob"," What is that?"
"SpongeBob"," Hey, it's my little urchin friend. Aww, hey, little guy, don't cry. Your old pal, WheeBob, will get ya outta there."
"SpongeBob"," Little urchin, you are free to go! You okay?"
"SpongeBob","  Yeouch!"
"SpongeBob"," Sorry little guy!  Whoa!"
"SpongeBob"," Whoo! Whoa, whoa, whoa, whoa!"
"SpongeBob"," Follow the pipes to freedom, little guy! I'll never forget you.  Really.  Ow! What is all that noise?"
"Squidward","  One Krabby Patty!"
"SpongeBob"," Comin' right up!"
"Squidward"," Urchin?!  Smash it! Smash it! Smash it!"
"Mr. Krabs"," Ah-ha!  You're gettin' sloppy, Plankton. Squidward almost squashed ya.  Back to the bucket with ya!"
"SpongeBob"," No! No, Mr. Krabs! It's meeee!  Whoa-ho! "
"SpongeBob"," Ooh!  That tickles."
"SpongeBob"," Oh, hi, Karen. Where's Plankton?"
"SpongeBob"," Hi, Plankton! "
"Plankton"," SpongeBoob? Why are you so small? Is this a trick?"
"SpongeBob"," I didn't mean to get small like you, Plankton. It was a freak accident."
"Plankton"," Huh? Who are you callin' a freak?! Wait a second.  Hold this.  You're not small like me, Shorty! I am a towering half-a-millimeter taller than you!  I win! "
"SpongeBob"," Hooray!  I'll get that."
"Plankton"," Don't touch that! "
"SpongeBob"," Oops."
"Plankton","  Get him outta here, Karen!"
"SpongeBob"," Whoa!!"
"SpongeBob","  Bleach!"
"SpongeBob","  Whoa! You can't catch me! "
"SpongeBob"," SpongeBob in the corner pocket! Doink!"
"Squidward"," You brats get back in the play area or I'll eighty-six your face!"
"Squidward"," Ow!"
"Mr. Krabs"," Krusty Krab action figures aren't free ya know! So, get your parents' money and you can have it."
"Squidward"," Uh, Eugene, we don't sell action figures."
"Mr. Krabs","  Hmm..."
"SpongeBob"," Peekaboo!"
"Squidward"," What the—"
"Mr. Krabs"," SpongeBob, what are you doing in my hand? And why aren't you back there flippin' patties?"
"SpongeBob"," Sorry, Mr. K. I shrunk myself by mistake. But I won't let it affect my job. I will get back to flippin' right now. "
"Mr. Krabs"," Hold on there, Tiny. I can't have you workin' the grill no more. Too dangerous for a little guy like you."
"SpongeBob"," Oh, please, Mr. Krabs! There must be some job I could do! I don't care what it is! Please, please, please!"
"Mr. Krabs"," Alright, I'll think of somethin'. But since you're so small now, I can only pay ya a penny. A year."
"SpongeBob"," Whoa!  That's big money!  Whoa!"
"Mr. Krabs"," Hmm. Now what could I do with a little SpongeBob?"
"Mr. Krabs"," Roll up your sleeves, boy-o! You're a personal hygienist now!"
"SpongeBob"," Whoo-hoo! Yay!"
"SpongeBob"," Whew!"
"Mr. Krabs"," Break time, SpongeBob! Take five, but hurry back! You gotta start earnin' that penny!"
"Squidward","  Hmph. Work the register, clean the windows, make the patties. I have to do everything now. Thanks a lot, ShrinkBob.  Ow! Ow! "
"SpongeBob"," It's okay, Squidward! I'll make the patties for you—oh. Yeah. I forgot. I'm too little.  Boy, I'm really gonna miss my old job."
"Mr. Krabs"," Lunch rush is over, Mr. Squidward! Now, wash those dishers!"
"Squidward","  ""Lunch rush is over, Mr. Squidward. Now, wash some dishes."""
"SpongeBob"," The bubbles are making me bigger! More bubbles!"
"Squidward"," What the—"
"SpongeBob"," Thank you, Squidward! I'm big enough to flip patties again!  Oh-ho-ho!"
"Mr. Krabs"," Whoa!"
"Squidward"," Ahh!"
"Mr. Krabs"," Mr. Squidward, call the fire department!"
"SpongeBob"," No need to call 'em, Mr. Krabs.  We'll be there in five minutes depending on traffic. "
"Mr. Krabs"," Make a left at the light!"
"SpongeBob"," Whew!"
"SpongeBob"," What's that?"
"Patrick","  Looks like a box."
"SpongeBob"," Wonder who it belongs to.  Maybe it says on the other side."
"Patrick"," Oh, look, it's open."
"SpongeBob"," It is?"
"Patrick","  Yup."
"SpongeBob","  Ooh.  It's—it's—  It's stuff! "
"Patrick","  Oh, I knew it! But what does this stuff do?"
"SpongeBob"," Ah, this must be for getting books off the top shelf. "
"Patrick"," Hey! "
"Patrick"," Wow."
"Patrick"," This must be a whipped cream holder."
"SpongeBob"," Ah! Patrick, are you okay?"
"Patrick"," Yum."
"SpongeBob"," This must be a portable snail bed.  ♪Rock-a-bye Gary♪"
"Patrick"," I wanna try!"
"SpongeBob"," Aww. "
"Squidward","  Oh, it may have taken you all morning, Squidward, but this is a meal fit for a king.  Oh. My croque-madame is ready. "
"Squidward","  What the—"
"Squidward","  SpongeBob! Patrick! What do you two think you're— wow."
"Squidward"," My begonias! What are you lunk heads doing with all this equipment?"
"Squidward"," You don't know what this stuff is?!"
"Squidward"," This is a soccer ball... that is a tennis racket,  and these are a couple of morons!  Now, be quiet! And clean up all of your sports junk!"
"Squidward","  Sports are games you play for points. The points determine the winner of the game."
"Patrick"," Oh! Oh! Oh! Oh! Oh! I love games!"
"SpongeBob"," Me too! You must know a lot about ""sportz,"" Squidward. Will you teach us how to play?"
"Squidward"," I can't think of anything I'd rather do less than—"
"Squidward"," You know, on second thought, I'd be happy to teach you all about sports, SpongeBob. "
"Squidward"," All right, the object of this game is to throw the horseshoe around the stick."
"SpongeBob"," Ah, seems easy enough."
"Squidward"," Sure, but you have to do it...  blindfolded. "
"Patrick"," Um, do we throw now?"
"Squidward"," Yes."
"SpongeBob"," At the same time?"
"Squidward"," Yes! Throw it at the same time! Throw!"
"SpongeBob"," Hi-yah! "
"SpongeBob"," Ow!  Aw, we didn't hit the sticks. Did we do bad?"
"Patrick","  My face hurts."
"Squidward"," Oh, no, no, no. You both did good. Pain is—uh, worth points. You know the phrase, ""no pain, no gain."""
"Patrick","  I want pain points! "
"Squidward"," Yeah, that's great. Now do it—oh, 100 more times. "
"SpongeBob"," Yeah!"
"SpongeBob"," Ow! "
"Squidward"," Oh, Squiddy, you're a genius."
"SpongeBob"," Squidward, can the game be over now? All this pain is starting to hurt."
"Squidward"," Oh, sorry. There's no way to end the game without one of you winning."
"Squidward"," Ready...set...go! "
"SpongeBob","  Squidward, are you sure we're doing this right? These running shoes are really hurting my ankles."
"Squidward"," Oh, you're absolutely doing it right. Try to pick up the pace, though."
"Patrick"," Comin' through!"
"Squidward"," And...time. Let's see those ankles."
"Squidward","  Oh, yeah, those look bad. You both get—mm, 50 points. Why not?"
"Patrick"," Hey, then we're still tied!"
"Sandy"," Hmm. Hmm. Where is it? Where is it? Hmm. Ah-ha! There's my box of sports gear. It must've fallen off the mail truck. But what happened to all the equipment?"
"Sandy"," What was that?"
"Sandy"," Huh? SpongeBob, what's going on?"
"SpongeBob"," Oh, hey— Sandy. Patrick and I are— in the middle of a sports game."
"Sandy"," This sure don't look like any sport I've seen before."
"SpongeBob"," I believe it's called kickboxing, or something?"
"Sandy"," Well, whatever it is, it seems to be causing you lots of pain."
"Patrick"," Ow! Sure is.  Ooh!"
"Sandy"," Why not stop playing it if it hurts so bad?"
"Patrick"," We can't stop... Until we break our tie."
"Sandy"," Says who?"
"Sandy"," I ain't never heard of a rule giver."
"Squidward","  I prefer ""King of Sports,"" but you can never tell what will catch on with the small folk."
"Sandy"," You're making up a game where SpongeBob and Patrick hurt themselves, and you won't let them stop?!"
"Squidward"," I'm just giving the people what they want."
"Sandy"," That's pretty low, Squidward, even for you. I'm putting a stop to this. SpongeBob and Patrick have had enough!"
"Squidward"," See? They're fine. Let the games resume."
"Sandy"," Oh, I don't think so. Y'all want to see a game? Fine. Squidward, I challenge you to a game—a game of basketball. Winner decides the fate of SpongeBob and Patrick."
"Squidward"," Huh?  Me? Play sports? No, no. I'm mostly in an advisory position."
"Sandy"," See you on the court, Your Highness. "
"Sandy"," Hey, Squidward, one more thing. We're playing San Antonio rules."
"Squidward"," San ""A—what—io"" rules?"
"Sandy"," Check!"
"Squidward"," Oh, that was a foul!"
"Sandy"," Tell it to your mama, Squidward!"
"Squidward"," Mama?"
"Sandy"," Next round's soccer."
"Squidward"," What the what?"
"Sandy"," Sure. Every time you score, you pick a new sport. I thought you knew all the rules, Squidward."
"Squidward"," Well, uh, yeah, well, of course I do. Yeah."
"Sandy"," Good, then block this!"
"Squidward","  Block what?"
"Squidward"," Oh, come on, I wasn't even ready!"
"Sandy"," No time outs! Football round!"
"Squidward","  Just give me a second to—"
"Sandy"," Good game, Squidward. "
"Squidward"," Ow, ow, ow."
"SpongeBob"," Wow, Sandy! That was amazing!"
"Patrick"," Yeah, I liked the part where you did that thing with the ball and stuff."
"Sandy","  Thanks, boys. Looks like we're all done here. That goes for you too. I'm ending your game."
"Patrick","  But we're still tied."
"Sandy"," Don't worry, I'm declaring you both winners."
"Sandy"," Aww, don't worry, Squidward.  You're a winner too."
"Squidward"," I hate winning.  Ow."
"SpongeBob"," You must be the new driving instructor."
"SpongeBob"," Student driver. That's me. I just don't take a bad picture, do I?"
"SpongeBob"," Great! Look how I can tune the radio. "
"SpongeBob"," I thought it'd made me look cool.  Guess not."
"SpongeBob"," Ohhhhh, that I can do!"
"SpongeBob","  Good baby?"
"SpongeBob","  I say, how's my automobiling?"
"SpongeBob"," Excuse me sir, I'm in the middle of a driving lesson!"
"SpongeBob"," You got it! Turning around!"
"SpongeBob"," Oh, you're a great instructor! What now?"
"SpongeBob"," I don't understand how this is gonna help with my driving."
"SpongeBob"," Hey, I've heard of that!"
"SpongeBob"," Distract with the abstract. "
"SpongeBob"," What's the next lesson?"
"SpongeBob"," Oh, you really know how to challenge a guy."
"SpongeBob","  Ah! Wha— Oop.  Whoa! "
"SpongeBob"," I know just the place! But first, let me adjust your seat."
"SpongeBob","  Oh! Ooh, driving range!"
"SpongeBob"," How's my driving?"
"SpongeBob","  Doh! That kinda hurts, don't ya think?"
"SpongeBob","  Uh-huh. Uh-huh, uh-huh. Oh!  Oh, yeah."
"SpongeBob"," Would you like to test me on road signs now? Let's see...  ""Stop,"" ""No Left Turn,"" and that one over there that says ""Falling Rocks!"""
"SpongeBob"," Mrs. Puff!"
"SpongeBob"," Hey, Mrs. Puff! The new instructor's been teaching me so much. Not as much as you. But y'know, different things."
"SpongeBob"," He hasn't taught me that one yet!  Oh!"
"SpongeBob"," Aww, you must be hungry. I've got some of Gary's Snail Snacks."
"SpongeBob"," Aye, aye, professor!"
"SpongeBob"," Hey, where'd the new instructor go? Oh, well, I still have ten minutes left on my driving lesson.  Oh, Mrs. Puff?"
"Squidward"," Hmm."
"Squidward"," SpongeBob! Where are those patties?"
"SpongeBob"," Coming right...down, Squidward. "
"Squidward"," What are you talking about, SpongeBob? Don't you mean coming right up?"
"SpongeBob"," Mmm..."
"Squidward"," I don't see what you're— "
"SpongeBob"," Nice catch, Squidward! "
"Squidward"," Thanks..."
"Mr. Krabs"," Ha, ha, all right, don't worry, little boy, we'll find it!  This kid lost his toy. SpongeBob, I need you to check the Lost and Found."
"SpongeBob"," Ooh! I didn't know we had a Lost and Found."
"Mr. Krabs"," You better find it quick, SpongeBob. The kid's bawlin' is chasing me customers away. Follow me, boy-o!"
"SpongeBob"," Is there a ladder?"
"Mr. Krabs"," Yes. "
"Mr. Krabs"," Here's the ladder, boy-o! "
"SpongeBob"," Okay, I— "
"Mr. Krabs"," Nice catch!"
"SpongeBob"," Ow!"
"Mr. Krabs"," Now, try not to get a bit of anything poisonous!"
"SpongeBob"," What?"
"Mr. Krabs"," Oh, nothing, nothing. Good luck!"
"SpongeBob"," Oh, this must be the Lost and Found!  It's not in here!"
"Mr. Krabs"," Try turning on the lights!"
"SpongeBob","  Oh! Whoa! Whoa! Wow! Lost umbrellas! Lost flip flops! Lost keys! Lost remotes! Oh! A whole, entire shelf of lost ""cool guy"" shades! Now, that's a sight for more eyes. "
"SpongeBob"," Oh, no pictures, please. Did you get my good side? "
"SpongeBob"," What a funny echo. Ha...ha."
"SpongeBob","  Hey!  There's bric-a-brac and gee-gaws!  I wonder if there's tchotchkes! Oh! Oh! Tchotchkes! Lost novelty items! Wow!  I love lost novelty items!  Ooh!"
"SpongeBob"," Excuse me! Oh!"
"SpongeBob"," Ah!"
"SpongeBob"," "
"SpongeBob"," Oh, thank you, cymbal-clapping sea chimps!  What is this? Looks like Bikini Bottom."
"SpongeBob"," Whew!  Whoa!"
"Squidward"," Hey, Mr. Krabs, you know that crying kids?"
"Squidward"," He's still crying...and it's still annoying!"
